#: table_doi: 10.17182/hepdata.90835.v1/t85
#: name: T2bb efficiency
#: description: The efficiency times acceptance of the SMS models for T2bb as function of the bottom squark and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2bb_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Efficiency,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
2335.2,1214.5,0.69107
2335.2,1227.6,0.69
2335.2,1240.7,0.68974
2335.2,1253.8,0.68963
2335.2,1267.0,0.68952
2335.2,1280.1,0.68941
2335.2,1293.2,0.6893
2335.2,1306.3,0.68916
2335.2,1319.4,0.68898
2335.2,1332.6,0.68881
2335.2,1345.7,0.68864
2335.2,1358.8,0.68847
2335.2,1371.9,0.68822
2335.2,1385.0,0.68742
2335.2,1398.1,0.68661
2335.2,1411.3,0.68539
2335.2,1424.4,0.6841
2335.2,1437.5,0.68207
2335.2,1450.6,0.67955
2335.2,1463.7,0.67703
2335.2,1476.9,0.67451
2335.2,1490.0,0.67199
2335.2,1503.1,0.66962
2335.2,1516.2,0.66773
2335.2,1529.3,0.66583
2335.2,1542.5,0.66394
2335.2,1555.6,0.66205
2335.2,1568.7,0.66016
2335.2,1581.8,0.65808
2335.2,1594.9,0.65597
2335.2,1608.0,0.6543
2335.2,1621.2,0.65291
2335.2,1634.3,0.65153
2335.2,1647.4,0.64886
2335.2,1660.5,0.64508
2335.2,1673.6,0.64221
2335.2,1686.8,0.63989
2335.2,1699.9,0.63758
2335.2,1713.0,0.63554
2335.2,1726.1,0.63352
2335.2,1739.2,0.63141
2335.2,1752.4,0.62815
2335.2,1765.5,0.62065
2335.2,1778.6,0.61579
2335.2,1791.7,0.61094
2335.2,1804.8,0.60476
2335.2,1817.9,0.59633
2335.2,1831.1,0.58789
2335.2,1844.2,0.58128
2335.2,1857.3,0.57345
2335.2,1870.4,0.56599
2335.2,1883.5,0.56123
2335.2,1896.7,0.55648
2335.2,1909.8,0.54827
2335.2,1922.9,0.53887
2335.2,1936.0,0.52933
2335.2,1949.1,0.51761
2335.2,1962.3,0.50068
2335.2,1975.4,0.48715
2335.2,1988.5,0.47453
2335.2,2001.6,0.46088
2335.2,2014.7,0.4398
2335.2,2027.8,0.42458
2335.2,2041.0,0.4094
2335.2,2054.1,0.39178
2335.2,2067.2,0.36879
2335.2,2080.3,0.3458
2335.2,2093.4,0.31985
2350.3,7.5594,0.70812
2350.3,20.678,0.7083
2350.3,33.797,0.70848
2350.3,46.916,0.70866
2350.3,60.034,0.70884
2350.3,73.153,0.70903
2350.3,86.272,0.70921
2350.3,99.391,0.70939
2350.3,112.51,0.7097
2350.3,125.63,0.71002
2350.3,138.75,0.71034
2350.3,151.87,0.71066
2350.3,164.98,0.71098
2350.3,178.1,0.7113
2350.3,191.22,0.71162
2350.3,204.34,0.71173
2350.3,217.46,0.71154
2350.3,230.58,0.71134
2350.3,243.7,0.71115
2350.3,256.82,0.71096
2350.3,269.93,0.71076
2350.3,283.05,0.71057
2350.3,296.17,0.71038
2350.3,309.29,0.71057
2350.3,322.41,0.711
2350.3,335.53,0.71143
2350.3,348.65,0.71186
2350.3,361.77,0.71228
2350.3,374.88,0.71271
2350.3,388.0,0.71314
2350.3,401.12,0.71356
2350.3,414.24,0.71389
2350.3,427.36,0.71422
2350.3,440.48,0.71455
2350.3,453.6,0.71488
2350.3,466.72,0.71521
2350.3,479.83,0.71554
2350.3,492.95,0.71587
2350.3,506.07,0.71583
2350.3,519.19,0.71525
2350.3,532.31,0.71467
2350.3,545.43,0.7141
2350.3,558.55,0.71352
2350.3,571.67,0.71294
2350.3,584.78,0.71236
2350.3,597.9,0.71179
2350.3,611.02,0.711
2350.3,624.14,0.7101
2350.3,637.26,0.7092
2350.3,650.38,0.7083
2350.3,663.5,0.70739
2350.3,676.62,0.70649
2350.3,689.73,0.70559
2350.3,702.85,0.70481
2350.3,715.97,0.70449
2350.3,729.09,0.70416
2350.3,742.21,0.70383
2350.3,755.33,0.7035
2350.3,768.45,0.70317
2350.3,781.57,0.70284
2350.3,794.68,0.70252
2350.3,807.8,0.70221
2350.3,820.92,0.70195
2350.3,834.04,0.70168
2350.3,847.16,0.70141
2350.3,860.28,0.70115
2350.3,873.4,0.70088
2350.3,886.52,0.70061
2350.3,899.63,0.70035
2350.3,912.75,0.70072
2350.3,925.87,0.70111
2350.3,938.99,0.7015
2350.3,952.11,0.70189
2350.3,965.23,0.70228
2350.3,978.35,0.70267
2350.3,991.47,0.70306
2350.3,1004.6,0.7031
2350.3,1017.7,0.70253
2350.3,1030.8,0.70196
2350.3,1043.9,0.70138
2350.3,1057.1,0.70081
2350.3,1070.2,0.70024
2350.3,1083.3,0.69967
2350.3,1096.4,0.6991
2350.3,1109.5,0.69833
2350.3,1122.7,0.69749
2350.3,1135.8,0.69664
2350.3,1148.9,0.6958
2350.3,1162.0,0.69495
2350.3,1175.1,0.69411
2350.3,1188.2,0.69326
2350.3,1201.4,0.69249
2350.3,1214.5,0.69238
2350.3,1227.6,0.69227
2350.3,1240.7,0.69215
2350.3,1253.8,0.69204
2350.3,1267.0,0.69193
2350.3,1280.1,0.69182
2350.3,1293.2,0.69171
2350.3,1306.3,0.69156
2350.3,1319.4,0.69139
2350.3,1332.6,0.69121
2350.3,1345.7,0.69104
2350.3,1358.8,0.69087
2350.3,1371.9,0.69069
2350.3,1385.0,0.69052
2350.3,1398.1,0.69035
2350.3,1411.3,0.68816
2350.3,1424.4,0.68564
2350.3,1437.5,0.68312
2350.3,1450.6,0.6806
2350.3,1463.7,0.67808
2350.3,1476.9,0.67556
2350.3,1490.0,0.67304
2350.3,1503.1,0.67071
2350.3,1516.2,0.66882
2350.3,1529.3,0.66693
2350.3,1542.5,0.66503
2350.3,1555.6,0.66314
2350.3,1568.7,0.66125
2350.3,1581.8,0.65935
2350.3,1594.9,0.65746
2350.3,1608.0,0.65592
2350.3,1621.2,0.65453
2350.3,1634.3,0.65314
2350.3,1647.4,0.65176
2350.3,1660.5,0.64961
2350.3,1673.6,0.64729
2350.3,1686.8,0.64497
2350.3,1699.9,0.64266
2350.3,1713.0,0.64062
2350.3,1726.1,0.63859
2350.3,1739.2,0.63656
2350.3,1752.4,0.63403
2350.3,1765.5,0.62917
2350.3,1778.6,0.62432
2350.3,1791.7,0.61946
2350.3,1804.8,0.61342
2350.3,1817.9,0.60498
2350.3,1831.1,0.59654
2350.3,1844.2,0.5881
2350.3,1857.3,0.58172
2350.3,1870.4,0.57696
2350.3,1883.5,0.57221
2350.3,1896.7,0.56745
2350.3,1909.8,0.55921
2350.3,1922.9,0.54981
2350.3,1936.0,0.54042
2350.3,1949.1,0.53102
2350.3,1962.3,0.51879
2350.3,1975.4,0.50617
2350.3,1988.5,0.49356
2350.3,2001.6,0.48063
2350.3,2014.7,0.46545
2350.3,2027.8,0.45026
2350.3,2041.0,0.43508
2350.3,2054.1,0.41753
2350.3,2067.2,0.39454
2350.3,2080.3,0.37154
2350.3,2093.4,0.34855
2365.5,7.5594,0.70975
2365.5,20.678,0.70993
2365.5,33.797,0.71011
2365.5,46.916,0.71029
2365.5,60.034,0.71047
2365.5,73.153,0.71062
2365.5,86.272,0.71066
2365.5,99.391,0.7107
2365.5,112.51,0.71101
2365.5,125.63,0.71133
2365.5,138.75,0.71165
2365.5,151.87,0.71197
2365.5,164.98,0.71229
2365.5,178.1,0.71203
2365.5,191.22,0.7115
2365.5,204.34,0.71108
2365.5,217.46,0.71089
2365.5,230.58,0.7107
2365.5,243.7,0.7105
2365.5,256.82,0.71031
2365.5,269.93,0.71018
2365.5,283.05,0.71096
2365.5,296.17,0.71174
2365.5,309.29,0.71087
2365.5,322.41,0.70932
2365.5,335.53,0.70847
2365.5,348.65,0.70889
2365.5,361.77,0.70932
2365.5,374.88,0.70975
2365.5,388.0,0.71018
2365.5,401.12,0.7106
2365.5,414.24,0.71093
2365.5,427.36,0.71126
2365.5,440.48,0.71159
2365.5,453.6,0.71192
2365.5,466.72,0.71225
2365.5,479.83,0.71336
2365.5,492.95,0.71464
2365.5,506.07,0.71506
2365.5,519.19,0.71448
2365.5,532.31,0.7139
2365.5,545.43,0.71332
2365.5,558.55,0.71275
2365.5,571.67,0.71218
2365.5,584.78,0.71165
2365.5,597.9,0.71112
2365.5,611.02,0.71133
2365.5,624.14,0.71168
2365.5,637.26,0.71143
2365.5,650.38,0.71053
2365.5,663.5,0.70963
2365.5,676.62,0.70873
2365.5,689.73,0.70782
2365.5,702.85,0.70705
2365.5,715.97,0.70672
2365.5,729.09,0.70639
2365.5,742.21,0.70606
2365.5,755.33,0.70573
2365.5,768.45,0.70541
2365.5,781.57,0.70483
2365.5,794.68,0.70425
2365.5,807.8,0.70386
2365.5,820.92,0.70359
2365.5,834.04,0.70332
2365.5,847.16,0.70306
2365.5,860.28,0.70279
2365.5,873.4,0.70254
2365.5,886.52,0.70233
2365.5,899.63,0.70212
2365.5,912.75,0.7025
2365.5,925.87,0.70289
2365.5,938.99,0.70328
2365.5,952.11,0.70366
2365.5,965.23,0.70405
2365.5,978.35,0.70395
2365.5,991.47,0.70364
2365.5,1004.6,0.70339
2365.5,1017.7,0.70325
2365.5,1030.8,0.7031
2365.5,1043.9,0.70254
2365.5,1057.1,0.70196
2365.5,1070.2,0.70139
2365.5,1083.3,0.70082
2365.5,1096.4,0.70025
2365.5,1109.5,0.69948
2365.5,1122.7,0.69864
2365.5,1135.8,0.69779
2365.5,1148.9,0.69695
2365.5,1162.0,0.6961
2365.5,1175.1,0.69524
2365.5,1188.2,0.69435
2365.5,1201.4,0.69354
2365.5,1214.5,0.69342
2365.5,1227.6,0.69331
2365.5,1240.7,0.6932
2365.5,1253.8,0.69309
2365.5,1267.0,0.69298
2365.5,1280.1,0.69262
2365.5,1293.2,0.69222
2365.5,1306.3,0.69199
2365.5,1319.4,0.69195
2365.5,1332.6,0.6919
2365.5,1345.7,0.69173
2365.5,1358.8,0.69155
2365.5,1371.9,0.69138
2365.5,1385.0,0.69121
2365.5,1398.1,0.69103
2365.5,1411.3,0.68885
2365.5,1424.4,0.68633
2365.5,1437.5,0.68381
2365.5,1450.6,0.68129
2365.5,1463.7,0.67877
2365.5,1476.9,0.67671
2365.5,1490.0,0.67497
2365.5,1503.1,0.67319
2365.5,1516.2,0.6713
2365.5,1529.3,0.6694
2365.5,1542.5,0.66751
2365.5,1555.6,0.66562
2365.5,1568.7,0.66373
2365.5,1581.8,0.66255
2365.5,1594.9,0.66139
2365.5,1608.0,0.66009
2365.5,1621.2,0.65871
2365.5,1634.3,0.65732
2365.5,1647.4,0.65514
2365.5,1660.5,0.65294
2365.5,1673.6,0.65067
2365.5,1686.8,0.64835
2365.5,1699.9,0.64604
2365.5,1713.0,0.64371
2365.5,1726.1,0.64163
2365.5,1739.2,0.6396
2365.5,1752.4,0.63707
2365.5,1765.5,0.63221
2365.5,1778.6,0.62735
2365.5,1791.7,0.62353
2365.5,1804.8,0.61976
2365.5,1817.9,0.61399
2365.5,1831.1,0.60555
2365.5,1844.2,0.59711
2365.5,1857.3,0.59072
2365.5,1870.4,0.58597
2365.5,1883.5,0.58122
2365.5,1896.7,0.57528
2365.5,1909.8,0.56674
2365.5,1922.9,0.55734
2365.5,1936.0,0.54831
2365.5,1949.1,0.54212
2365.5,1962.3,0.53319
2365.5,1975.4,0.52143
2365.5,1988.5,0.50881
2365.5,2001.6,0.49588
2365.5,2014.7,0.4807
2365.5,2027.8,0.46552
2365.5,2041.0,0.4516
2365.5,2054.1,0.43577
2365.5,2067.2,0.41278
2365.5,2080.3,0.38979
2365.5,2093.4,0.37193
2380.6,7.5594,0.71138
2380.6,20.678,0.71156
2380.6,33.797,0.71174
2380.6,46.916,0.71184
2380.6,60.034,0.71189
2380.6,73.153,0.71193
2380.6,86.272,0.71197
2380.6,99.391,0.71202
2380.6,112.51,0.71232
2380.6,125.63,0.71264
2380.6,138.75,0.71297
2380.6,151.87,0.71244
2380.6,164.98,0.71191
2380.6,178.1,0.71138
2380.6,191.22,0.71085
2380.6,204.34,0.71044
2380.6,217.46,0.71024
2380.6,230.58,0.71005
2380.6,243.7,0.71022
2380.6,256.82,0.71099
2380.6,269.93,0.71177
2380.6,283.05,0.71255
2380.6,296.17,0.71333
2380.6,309.29,0.71246
2380.6,322.41,0.71091
2380.6,335.53,0.70937
2380.6,348.65,0.70782
2380.6,361.77,0.70636
2380.6,374.88,0.70679
2380.6,388.0,0.70722
2380.6,401.12,0.70764
2380.6,414.24,0.70797
2380.6,427.36,0.7083
2380.6,440.48,0.70875
2380.6,453.6,0.71003
2380.6,466.72,0.71131
2380.6,479.83,0.71258
2380.6,492.95,0.71386
2380.6,506.07,0.71428
2380.6,519.19,0.71371
2380.6,532.31,0.71313
2380.6,545.43,0.71258
2380.6,558.55,0.71205
2380.6,571.67,0.71152
2380.6,584.78,0.71099
2380.6,597.9,0.71046
2380.6,611.02,0.71067
2380.6,624.14,0.71102
2380.6,637.26,0.71138
2380.6,650.38,0.71173
2380.6,663.5,0.71186
2380.6,676.62,0.71096
2380.6,689.73,0.71006
2380.6,702.85,0.70928
2380.6,715.97,0.70895
2380.6,729.09,0.70862
2380.6,742.21,0.70823
2380.6,755.33,0.70764
2380.6,768.45,0.70706
2380.6,781.57,0.70648
2380.6,794.68,0.70589
2380.6,807.8,0.7055
2380.6,820.92,0.70523
2380.6,834.04,0.70497
2380.6,847.16,0.70474
2380.6,860.28,0.70453
2380.6,873.4,0.70432
2380.6,886.52,0.70411
2380.6,899.63,0.7039
2380.6,912.75,0.70427
2380.6,925.87,0.70466
2380.6,938.99,0.70504
2380.6,952.11,0.70473
2380.6,965.23,0.70443
2380.6,978.35,0.70412
2380.6,991.47,0.70381
2380.6,1004.6,0.70356
2380.6,1017.7,0.70342
2380.6,1030.8,0.70327
2380.6,1043.9,0.70313
2380.6,1057.1,0.70298
2380.6,1070.2,0.70254
2380.6,1083.3,0.70197
2380.6,1096.4,0.7014
2380.6,1109.5,0.70063
2380.6,1122.7,0.69979
2380.6,1135.8,0.69894
2380.6,1148.9,0.69806
2380.6,1162.0,0.69717
2380.6,1175.1,0.69628
2380.6,1188.2,0.69539
2380.6,1201.4,0.69458
2380.6,1214.5,0.69447
2380.6,1227.6,0.69436
2380.6,1240.7,0.69421
2380.6,1253.8,0.6938
2380.6,1267.0,0.6934
2380.6,1280.1,0.69299
2380.6,1293.2,0.69259
2380.6,1306.3,0.69236
2380.6,1319.4,0.69233
2380.6,1332.6,0.69229
2380.6,1345.7,0.69225
2380.6,1358.8,0.69221
2380.6,1371.9,0.69207
2380.6,1385.0,0.69189
2380.6,1398.1,0.69172
2380.6,1411.3,0.68953
2380.6,1424.4,0.68701
2380.6,1437.5,0.68449
2380.6,1450.6,0.68267
2380.6,1463.7,0.68093
2380.6,1476.9,0.67919
2380.6,1490.0,0.67744
2380.6,1503.1,0.67567
2380.6,1516.2,0.67377
2380.6,1529.3,0.67188
2380.6,1542.5,0.67019
2380.6,1555.6,0.66904
2380.6,1568.7,0.66788
2380.6,1581.8,0.66673
2380.6,1594.9,0.66557
2380.6,1608.0,0.66427
2380.6,1621.2,0.66278
2380.6,1634.3,0.66058
2380.6,1647.4,0.65838
2380.6,1660.5,0.65618
2380.6,1673.6,0.65399
2380.6,1686.8,0.65173
2380.6,1699.9,0.64942
2380.6,1713.0,0.64709
2380.6,1726.1,0.64477
2380.6,1739.2,0.64264
2380.6,1752.4,0.6401
2380.6,1765.5,0.63525
2380.6,1778.6,0.63171
2380.6,1791.7,0.62874
2380.6,1804.8,0.62497
2380.6,1817.9,0.61982
2380.6,1831.1,0.61456
2380.6,1844.2,0.60612
2380.6,1857.3,0.59973
2380.6,1870.4,0.59488
2380.6,1883.5,0.58884
2380.6,1896.7,0.58281
2380.6,1909.8,0.57427
2380.6,1922.9,0.56573
2380.6,1936.0,0.55954
2380.6,1949.1,0.55334
2380.6,1962.3,0.54441
2380.6,1975.4,0.53529
2380.6,1988.5,0.52407
2380.6,2001.6,0.51114
2380.6,2014.7,0.49595
2380.6,2027.8,0.48244
2380.6,2041.0,0.46984
2380.6,2054.1,0.45401
2380.6,2067.2,0.43102
2380.6,2080.3,0.41432
2380.6,2093.4,0.3989
2395.7,7.5594,0.71301
2395.7,20.678,0.71307
2395.7,33.797,0.71311
2395.7,46.916,0.71316
2395.7,60.034,0.7132
2395.7,73.153,0.71324
2395.7,86.272,0.71329
2395.7,99.391,0.71333
2395.7,112.51,0.71338
2395.7,125.63,0.71285
2395.7,138.75,0.71232
2395.7,151.87,0.71179
2395.7,164.98,0.71126
2395.7,178.1,0.71073
2395.7,191.22,0.71021
2395.7,204.34,0.70979
2395.7,217.46,0.71025
2395.7,230.58,0.71103
2395.7,243.7,0.71181
2395.7,256.82,0.71259
2395.7,269.93,0.71337
2395.7,283.05,0.71415
2395.7,296.17,0.71492
2395.7,309.29,0.71406
2395.7,322.41,0.71251
2395.7,335.53,0.71096
2395.7,348.65,0.70942
2395.7,361.77,0.70787
2395.7,374.88,0.70632
2395.7,388.0,0.70477
2395.7,401.12,0.70467
2395.7,414.24,0.70542
2395.7,427.36,0.7067
2395.7,440.48,0.70797
2395.7,453.6,0.70925
2395.7,466.72,0.71053
2395.7,479.83,0.71181
2395.7,492.95,0.71309
2395.7,506.07,0.71351
2395.7,519.19,0.71297
2395.7,532.31,0.71244
2395.7,545.43,0.71192
2395.7,558.55,0.71139
2395.7,571.67,0.71086
2395.7,584.78,0.71033
2395.7,597.9,0.7098
2395.7,611.02,0.71001
2395.7,624.14,0.71036
2395.7,637.26,0.71072
2395.7,650.38,0.71107
2395.7,663.5,0.71142
2395.7,676.62,0.71177
2395.7,689.73,0.71212
2395.7,702.85,0.71151
2395.7,715.97,0.71104
2395.7,729.09,0.71046
2395.7,742.21,0.70987
2395.7,755.33,0.70929
2395.7,768.45,0.70871
2395.7,781.57,0.70812
2395.7,794.68,0.70754
2395.7,807.8,0.70714
2395.7,820.92,0.70693
2395.7,834.04,0.70672
2395.7,847.16,0.70651
2395.7,860.28,0.7063
2395.7,873.4,0.70609
2395.7,886.52,0.70589
2395.7,899.63,0.70568
2395.7,912.75,0.70583
2395.7,925.87,0.70552
2395.7,938.99,0.70521
2395.7,952.11,0.7049
2395.7,965.23,0.7046
2395.7,978.35,0.70429
2395.7,991.47,0.70398
2395.7,1004.6,0.70373
2395.7,1017.7,0.70358
2395.7,1030.8,0.70344
2395.7,1043.9,0.70329
2395.7,1057.1,0.70315
2395.7,1070.2,0.703
2395.7,1083.3,0.70286
2395.7,1096.4,0.70255
2395.7,1109.5,0.70178
2395.7,1122.7,0.70089
2395.7,1135.8,0.7
2395.7,1148.9,0.69911
2395.7,1162.0,0.69822
2395.7,1175.1,0.69733
2395.7,1188.2,0.69644
2395.7,1201.4,0.69563
2395.7,1214.5,0.69539
2395.7,1227.6,0.69498
2395.7,1240.7,0.69458
2395.7,1253.8,0.69417
2395.7,1267.0,0.69377
2395.7,1280.1,0.69337
2395.7,1293.2,0.69296
2395.7,1306.3,0.69274
2395.7,1319.4,0.6927
2395.7,1332.6,0.69266
2395.7,1345.7,0.69262
2395.7,1358.8,0.69259
2395.7,1371.9,0.69255
2395.7,1385.0,0.69251
2395.7,1398.1,0.69241
2395.7,1411.3,0.69038
2395.7,1424.4,0.68864
2395.7,1437.5,0.68689
2395.7,1450.6,0.68515
2395.7,1463.7,0.68341
2395.7,1476.9,0.68166
2395.7,1490.0,0.67992
2395.7,1503.1,0.67814
2395.7,1516.2,0.67668
2395.7,1529.3,0.67553
2395.7,1542.5,0.67437
2395.7,1555.6,0.67322
2395.7,1568.7,0.67206
2395.7,1581.8,0.6709
2395.7,1594.9,0.66975
2395.7,1608.0,0.66822
2395.7,1621.2,0.66602
2395.7,1634.3,0.66382
2395.7,1647.4,0.66163
2395.7,1660.5,0.65943
2395.7,1673.6,0.65723
2395.7,1686.8,0.65503
2395.7,1699.9,0.6528
2395.7,1713.0,0.65047
2395.7,1726.1,0.64815
2395.7,1739.2,0.64582
2395.7,1752.4,0.64314
2395.7,1765.5,0.63989
2395.7,1778.6,0.63693
2395.7,1791.7,0.63396
2395.7,1804.8,0.63018
2395.7,1817.9,0.62504
2395.7,1831.1,0.61989
2395.7,1844.2,0.61474
2395.7,1857.3,0.60845
2395.7,1870.4,0.60241
2395.7,1883.5,0.59638
2395.7,1896.7,0.59034
2395.7,1909.8,0.58314
2395.7,1922.9,0.57695
2395.7,1936.0,0.57076
2395.7,1949.1,0.56457
2395.7,1962.3,0.55564
2395.7,1975.4,0.54652
2395.7,1988.5,0.53739
2395.7,2001.6,0.52639
2395.7,2014.7,0.51327
2395.7,2027.8,0.50068
2395.7,2041.0,0.48808
2395.7,2054.1,0.47225
2395.7,2067.2,0.45672
2395.7,2080.3,0.4413
2395.7,2093.4,0.42587
2410.9,7.5594,0.71353
2410.9,20.678,0.71357
2410.9,33.797,0.71362
2410.9,46.916,0.71366
2410.9,60.034,0.7137
2410.9,73.153,0.71374
2410.9,86.272,0.71357
2410.9,99.391,0.71324
2410.9,112.51,0.7136
2410.9,125.63,0.71372
2410.9,138.75,0.7132
2410.9,151.87,0.71267
2410.9,164.98,0.71214
2410.9,178.1,0.71161
2410.9,191.22,0.71108
2410.9,204.34,0.71098
2410.9,217.46,0.71176
2410.9,230.58,0.71254
2410.9,243.7,0.71332
2410.9,256.82,0.7141
2410.9,269.93,0.71487
2410.9,283.05,0.7154
2410.9,296.17,0.71549
2410.9,309.29,0.71564
2410.9,322.41,0.71573
2410.9,335.53,0.71418
2410.9,348.65,0.71263
2410.9,361.77,0.71109
2410.9,374.88,0.70954
2410.9,388.0,0.70799
2410.9,401.12,0.70651
2410.9,414.24,0.70573
2410.9,427.36,0.70584
2410.9,440.48,0.70712
2410.9,453.6,0.7084
2410.9,466.72,0.70968
2410.9,479.83,0.71095
2410.9,492.95,0.71223
2410.9,506.07,0.71268
2410.9,519.19,0.71215
2410.9,532.31,0.71162
2410.9,545.43,0.71109
2410.9,558.55,0.71056
2410.9,571.67,0.71003
2410.9,584.78,0.70986
2410.9,597.9,0.71005
2410.9,611.02,0.7101
2410.9,624.14,0.71019
2410.9,637.26,0.71054
2410.9,650.38,0.71089
2410.9,663.5,0.71125
2410.9,676.62,0.7116
2410.9,689.73,0.71195
2410.9,702.85,0.7121
2410.9,715.97,0.71151
2410.9,729.09,0.71093
2410.9,742.21,0.71035
2410.9,755.33,0.70976
2410.9,768.45,0.70918
2410.9,781.57,0.7089
2410.9,794.68,0.70955
2410.9,807.8,0.7095
2410.9,820.92,0.70897
2410.9,834.04,0.70874
2410.9,847.16,0.70854
2410.9,860.28,0.70833
2410.9,873.4,0.70812
2410.9,886.52,0.70791
2410.9,899.63,0.7077
2410.9,912.75,0.70739
2410.9,925.87,0.70709
2410.9,938.99,0.70678
2410.9,952.11,0.70647
2410.9,965.23,0.70616
2410.9,978.35,0.70585
2410.9,991.47,0.70498
2410.9,1004.6,0.70416
2410.9,1017.7,0.70347
2410.9,1030.8,0.70316
2410.9,1043.9,0.70301
2410.9,1057.1,0.70287
2410.9,1070.2,0.70272
2410.9,1083.3,0.70258
2410.9,1096.4,0.70243
2410.9,1109.5,0.70264
2410.9,1122.7,0.70288
2410.9,1135.8,0.70199
2410.9,1148.9,0.7011
2410.9,1162.0,0.70021
2410.9,1175.1,0.69932
2410.9,1188.2,0.69843
2410.9,1201.4,0.69759
2410.9,1214.5,0.69719
2410.9,1227.6,0.69678
2410.9,1240.7,0.69638
2410.9,1253.8,0.69598
2410.9,1267.0,0.69557
2410.9,1280.1,0.69504
2410.9,1293.2,0.6937
2410.9,1306.3,0.69315
2410.9,1319.4,0.69343
2410.9,1332.6,0.69345
2410.9,1345.7,0.69341
2410.9,1358.8,0.69338
2410.9,1371.9,0.69334
2410.9,1385.0,0.6933
2410.9,1398.1,0.69326
2410.9,1411.3,0.69229
2410.9,1424.4,0.69103
2410.9,1437.5,0.68929
2410.9,1450.6,0.68755
2410.9,1463.7,0.6858
2410.9,1476.9,0.68406
2410.9,1490.0,0.68232
2410.9,1503.1,0.68071
2410.9,1516.2,0.67956
2410.9,1529.3,0.6784
2410.9,1542.5,0.67725
2410.9,1555.6,0.67609
2410.9,1568.7,0.67494
2410.9,1581.8,0.6737
2410.9,1594.9,0.67223
2410.9,1608.0,0.67077
2410.9,1621.2,0.66931
2410.9,1634.3,0.66714
2410.9,1647.4,0.66495
2410.9,1660.5,0.66275
2410.9,1673.6,0.66055
2410.9,1686.8,0.65835
2410.9,1699.9,0.65616
2410.9,1713.0,0.65383
2410.9,1726.1,0.65151
2410.9,1739.2,0.64918
2410.9,1752.4,0.64592
2410.9,1765.5,0.64295
2410.9,1778.6,0.63998
2410.9,1791.7,0.6371
2410.9,1804.8,0.63488
2410.9,1817.9,0.63132
2410.9,1831.1,0.62617
2410.9,1844.2,0.62103
2410.9,1857.3,0.61538
2410.9,1870.4,0.60935
2410.9,1883.5,0.60331
2410.9,1896.7,0.5978
2410.9,1909.8,0.59188
2410.9,1922.9,0.58569
2410.9,1936.0,0.5795
2410.9,1949.1,0.57349
2410.9,1962.3,0.56635
2410.9,1975.4,0.55723
2410.9,1988.5,0.5481
2410.9,2001.6,0.53896
2410.9,2014.7,0.52871
2410.9,2027.8,0.51612
2410.9,2041.0,0.50352
2410.9,2054.1,0.49005
2410.9,2067.2,0.47463
2410.9,2080.3,0.4592
2410.9,2093.4,0.44495
2426.0,7.5594,0.71371
2426.0,20.678,0.71375
2426.0,33.797,0.7138
2426.0,46.916,0.71384
2426.0,60.034,0.71356
2426.0,73.153,0.71323
2426.0,86.272,0.7129
2426.0,99.391,0.71257
2426.0,112.51,0.71294
2426.0,125.63,0.71333
2426.0,138.75,0.71373
2426.0,151.87,0.71413
2426.0,164.98,0.71361
2426.0,178.1,0.71308
2426.0,191.22,0.71255
2426.0,204.34,0.71245
2426.0,217.46,0.71323
2426.0,230.58,0.71401
2426.0,243.7,0.71479
2426.0,256.82,0.71511
2426.0,269.93,0.7152
2426.0,283.05,0.71528
2426.0,296.17,0.71537
2426.0,309.29,0.71553
2426.0,322.41,0.7157
2426.0,335.53,0.71588
2426.0,348.65,0.71605
2426.0,361.77,0.71494
2426.0,374.88,0.7134
2426.0,388.0,0.71185
2426.0,401.12,0.71037
2426.0,414.24,0.70959
2426.0,427.36,0.70881
2426.0,440.48,0.70803
2426.0,453.6,0.70751
2426.0,466.72,0.70878
2426.0,479.83,0.71006
2426.0,492.95,0.71134
2426.0,506.07,0.71179
2426.0,519.19,0.71126
2426.0,532.31,0.71073
2426.0,545.43,0.7102
2426.0,558.55,0.71025
2426.0,571.67,0.71044
2426.0,584.78,0.71063
2426.0,597.9,0.71082
2426.0,611.02,0.71087
2426.0,624.14,0.7109
2426.0,637.26,0.71092
2426.0,650.38,0.71095
2426.0,663.5,0.71126
2426.0,676.62,0.71161
2426.0,689.73,0.71196
2426.0,702.85,0.71211
2426.0,715.97,0.71153
2426.0,729.09,0.71095
2426.0,742.21,0.71036
2426.0,755.33,0.71046
2426.0,768.45,0.71111
2426.0,781.57,0.71176
2426.0,794.68,0.7124
2426.0,807.8,0.71235
2426.0,820.92,0.71182
2426.0,834.04,0.7113
2426.0,847.16,0.71077
2426.0,860.28,0.71045
2426.0,873.4,0.71024
2426.0,886.52,0.71003
2426.0,899.63,0.70982
2426.0,912.75,0.70951
2426.0,925.87,0.70921
2426.0,938.99,0.7089
2426.0,952.11,0.70841
2426.0,965.23,0.70754
2426.0,978.35,0.70666
2426.0,991.47,0.70578
