#: table_doi: 10.17182/hepdata.90835.v1/t77
#: name: T2tt significance
#: description: The observed significance of the SMS models for T2tt as function of the top squark and LSP masses. 
#: data_file: t2tt_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Significance,
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
269.13,687.71,0.0
269.13,696.68,0.0
269.13,705.66,0.0
269.13,714.64,0.0
269.13,723.61,0.0
269.13,732.59,0.0
269.13,741.57,0.0
269.13,750.54,0.0
269.13,759.52,0.0
269.13,768.5,0.0
269.13,777.47,0.0
269.13,786.45,0.0
269.13,795.43,0.0
269.13,804.4,0.0
269.13,813.38,0.0
269.13,822.36,0.0
269.13,831.33,0.0
269.13,840.31,0.0
269.13,849.29,0.0
269.13,858.26,0.0
269.13,867.24,0.0
269.13,876.21,0.0
269.13,885.19,0.0
269.13,894.17,0.0
269.13,903.14,0.0
269.13,912.12,0.0
269.13,921.1,0.0
269.13,930.07,0.0
269.13,939.05,0.0
269.13,948.03,0.0
269.13,957.0,0.0
269.13,965.98,0.0
269.13,974.96,0.0
269.13,983.93,0.0
269.13,992.91,0.0
269.13,1001.9,0.0
269.13,1010.9,0.0
269.13,1019.8,0.0
269.13,1028.8,0.0
269.13,1037.8,0.0
269.13,1046.8,0.0
269.13,1055.7,0.0
269.13,1064.7,0.0
269.13,1073.7,0.0
269.13,1082.7,0.0
269.13,1091.7,0.0
269.13,1100.6,0.0
269.13,1109.6,0.0
269.13,1118.6,0.0
269.13,1127.6,0.0
269.13,1136.5,0.0
269.13,1145.5,0.0
283.14,5.4883,0.033124
283.14,14.465,0.046913
283.14,23.441,0.096759
283.14,32.418,0.1817
283.14,41.395,0.31768
283.14,50.371,0.45984
283.14,59.348,0.64971
283.14,68.324,0.80874
283.14,77.301,0.82609
283.14,86.277,0.88984
283.14,95.254,0.9536
283.14,104.23,0.77709
283.14,113.21,0.30338
283.14,122.18,-0.17033
283.14,131.16,-0.41602
283.14,140.14,-0.61868
283.14,149.11,-1.0202
283.14,158.09,-0.97914
283.14,167.07,-0.89751
283.14,176.04,-1.1007
283.14,185.02,-0.9449
283.14,194.0,-0.7107
283.14,202.97,0.0
283.14,211.95,0.0
283.14,220.93,0.0
283.14,229.9,0.0
283.14,238.88,0.0
283.14,247.86,0.0
283.14,256.83,0.0
283.14,265.81,0.0
283.14,274.79,0.0
283.14,283.76,0.0
283.14,292.74,0.0
283.14,301.71,0.0
283.14,310.69,0.0
283.14,319.67,0.0
283.14,328.64,0.0
283.14,337.62,0.0
283.14,346.6,0.0
283.14,355.57,0.0
283.14,364.55,0.0
283.14,373.53,0.0
283.14,382.5,0.0
283.14,391.48,0.0
283.14,400.46,0.0
283.14,409.43,0.0
283.14,418.41,0.0
283.14,427.39,0.0
283.14,436.36,0.0
283.14,445.34,0.0
283.14,454.32,0.0
283.14,463.29,0.0
283.14,472.27,0.0
283.14,481.25,0.0
283.14,490.22,0.0
283.14,499.2,0.0
283.14,508.18,0.0
283.14,517.15,0.0
283.14,526.13,0.0
283.14,535.11,0.0
283.14,544.08,0.0
283.14,553.06,0.0
283.14,562.04,0.0
283.14,571.01,0.0
283.14,579.99,0.0
283.14,588.96,0.0
283.14,597.94,0.0
283.14,606.92,0.0
283.14,615.89,0.0
283.14,624.87,0.0
283.14,633.85,0.0
283.14,642.82,0.0
283.14,651.8,0.0
283.14,660.78,0.0
283.14,669.75,0.0
283.14,678.73,0.0
283.14,687.71,0.0
283.14,696.68,0.0
283.14,705.66,0.0
283.14,714.64,0.0
283.14,723.61,0.0
283.14,732.59,0.0
283.14,741.57,0.0
283.14,750.54,0.0
283.14,759.52,0.0
283.14,768.5,0.0
283.14,777.47,0.0
283.14,786.45,0.0
283.14,795.43,0.0
283.14,804.4,0.0
283.14,813.38,0.0
283.14,822.36,0.0
283.14,831.33,0.0
283.14,840.31,0.0
283.14,849.29,0.0
283.14,858.26,0.0
283.14,867.24,0.0
283.14,876.21,0.0
283.14,885.19,0.0
283.14,894.17,0.0
283.14,903.14,0.0
283.14,912.12,0.0
283.14,921.1,0.0
283.14,930.07,0.0
283.14,939.05,0.0
283.14,948.03,0.0
283.14,957.0,0.0
283.14,965.98,0.0
283.14,974.96,0.0
283.14,983.93,0.0
283.14,992.91,0.0
283.14,1001.9,0.0
283.14,1010.9,0.0
283.14,1019.8,0.0
283.14,1028.8,0.0
283.14,1037.8,0.0
283.14,1046.8,0.0
283.14,1055.7,0.0
283.14,1064.7,0.0
283.14,1073.7,0.0
283.14,1082.7,0.0
283.14,1091.7,0.0
283.14,1100.6,0.0
283.14,1109.6,0.0
283.14,1118.6,0.0
283.14,1127.6,0.0
283.14,1136.5,0.0
283.14,1145.5,0.0
297.16,5.4883,-0.18859
297.16,14.465,-0.1231
297.16,23.441,-0.057599
297.16,32.418,0.027341
297.16,41.395,0.11637
297.16,50.371,0.22573
297.16,59.348,0.27895
297.16,68.324,0.2803
297.16,77.301,0.29765
297.16,86.277,0.52419
297.16,95.254,0.79377
297.16,104.23,0.79962
297.16,113.21,0.70886
297.16,122.18,0.83203
297.16,131.16,0.3396
297.16,140.14,-0.43427
297.16,149.11,-0.87669
297.16,158.09,-1.0343
297.16,167.07,-1.2844
297.16,176.04,-1.4876
297.16,185.02,-1.3196
297.16,194.0,-1.1508
297.16,202.97,-0.84612
297.16,211.95,0.0
297.16,220.93,0.0
297.16,229.9,0.0
297.16,238.88,0.0
297.16,247.86,0.0
297.16,256.83,0.0
297.16,265.81,0.0
297.16,274.79,0.0
297.16,283.76,0.0
297.16,292.74,0.0
297.16,301.71,0.0
297.16,310.69,0.0
297.16,319.67,0.0
297.16,328.64,0.0
297.16,337.62,0.0
297.16,346.6,0.0
297.16,355.57,0.0
297.16,364.55,0.0
297.16,373.53,0.0
297.16,382.5,0.0
297.16,391.48,0.0
297.16,400.46,0.0
297.16,409.43,0.0
297.16,418.41,0.0
297.16,427.39,0.0
297.16,436.36,0.0
297.16,445.34,0.0
297.16,454.32,0.0
297.16,463.29,0.0
297.16,472.27,0.0
297.16,481.25,0.0
297.16,490.22,0.0
297.16,499.2,0.0
297.16,508.18,0.0
297.16,517.15,0.0
297.16,526.13,0.0
297.16,535.11,0.0
297.16,544.08,0.0
297.16,553.06,0.0
297.16,562.04,0.0
297.16,571.01,0.0
297.16,579.99,0.0
297.16,588.96,0.0
297.16,597.94,0.0
297.16,606.92,0.0
297.16,615.89,0.0
297.16,624.87,0.0
297.16,633.85,0.0
297.16,642.82,0.0
297.16,651.8,0.0
297.16,660.78,0.0
297.16,669.75,0.0
297.16,678.73,0.0
297.16,687.71,0.0
297.16,696.68,0.0
297.16,705.66,0.0
297.16,714.64,0.0
297.16,723.61,0.0
297.16,732.59,0.0
297.16,741.57,0.0
297.16,750.54,0.0
297.16,759.52,0.0
297.16,768.5,0.0
297.16,777.47,0.0
297.16,786.45,0.0
297.16,795.43,0.0
297.16,804.4,0.0
297.16,813.38,0.0
297.16,822.36,0.0
297.16,831.33,0.0
297.16,840.31,0.0
297.16,849.29,0.0
297.16,858.26,0.0
297.16,867.24,0.0
297.16,876.21,0.0
297.16,885.19,0.0
297.16,894.17,0.0
297.16,903.14,0.0
297.16,912.12,0.0
297.16,921.1,0.0
297.16,930.07,0.0
297.16,939.05,0.0
297.16,948.03,0.0
297.16,957.0,0.0
297.16,965.98,0.0
297.16,974.96,0.0
297.16,983.93,0.0
297.16,992.91,0.0
297.16,1001.9,0.0
297.16,1010.9,0.0
297.16,1019.8,0.0
297.16,1028.8,0.0
297.16,1037.8,0.0
297.16,1046.8,0.0
297.16,1055.7,0.0
297.16,1064.7,0.0
297.16,1073.7,0.0
297.16,1082.7,0.0
297.16,1091.7,0.0
297.16,1100.6,0.0
297.16,1109.6,0.0
297.16,1118.6,0.0
297.16,1127.6,0.0
297.16,1136.5,0.0
297.16,1145.5,0.0
311.17,5.4883,-0.4079
311.17,14.465,-0.4195
311.17,23.441,-0.354
311.17,32.418,-0.26906
311.17,41.395,-0.19231
311.17,50.371,-0.14538
311.17,59.348,-0.079598
311.17,68.324,-0.065135
311.17,77.301,0.0049684
311.17,86.277,0.27455
311.17,95.254,0.39835
311.17,104.23,0.51424
311.17,113.21,0.68608
311.17,122.18,0.8806
311.17,131.16,0.79398
311.17,140.14,0.34669
311.17,149.11,-0.18141
311.17,158.09,-0.45902
311.17,167.07,-0.9421
311.17,176.04,-1.361
311.17,185.02,-1.1922
311.17,194.0,-1.1809
311.17,202.97,-1.1017
311.17,211.95,-0.78718
311.17,220.93,-0.57151
311.17,229.9,0.0
311.17,238.88,0.0
311.17,247.86,0.0
311.17,256.83,0.0
311.17,265.81,0.0
311.17,274.79,0.0
311.17,283.76,0.0
311.17,292.74,0.0
311.17,301.71,0.0
311.17,310.69,0.0
311.17,319.67,0.0
311.17,328.64,0.0
311.17,337.62,0.0
311.17,346.6,0.0
311.17,355.57,0.0
311.17,364.55,0.0
311.17,373.53,0.0
311.17,382.5,0.0
311.17,391.48,0.0
311.17,400.46,0.0
311.17,409.43,0.0
311.17,418.41,0.0
311.17,427.39,0.0
311.17,436.36,0.0
311.17,445.34,0.0
311.17,454.32,0.0
311.17,463.29,0.0
311.17,472.27,0.0
311.17,481.25,0.0
311.17,490.22,0.0
311.17,499.2,0.0
311.17,508.18,0.0
311.17,517.15,0.0
311.17,526.13,0.0
311.17,535.11,0.0
311.17,544.08,0.0
311.17,553.06,0.0
311.17,562.04,0.0
311.17,571.01,0.0
311.17,579.99,0.0
311.17,588.96,0.0
311.17,597.94,0.0
311.17,606.92,0.0
311.17,615.89,0.0
311.17,624.87,0.0
311.17,633.85,0.0
311.17,642.82,0.0
311.17,651.8,0.0
311.17,660.78,0.0
311.17,669.75,0.0
311.17,678.73,0.0
311.17,687.71,0.0
311.17,696.68,0.0
311.17,705.66,0.0
311.17,714.64,0.0
311.17,723.61,0.0
311.17,732.59,0.0
311.17,741.57,0.0
311.17,750.54,0.0
311.17,759.52,0.0
311.17,768.5,0.0
311.17,777.47,0.0
311.17,786.45,0.0
311.17,795.43,0.0
311.17,804.4,0.0
311.17,813.38,0.0
311.17,822.36,0.0
311.17,831.33,0.0
311.17,840.31,0.0
311.17,849.29,0.0
311.17,858.26,0.0
311.17,867.24,0.0
311.17,876.21,0.0
311.17,885.19,0.0
311.17,894.17,0.0
311.17,903.14,0.0
311.17,912.12,0.0
311.17,921.1,0.0
311.17,930.07,0.0
311.17,939.05,0.0
311.17,948.03,0.0
311.17,957.0,0.0
311.17,965.98,0.0
311.17,974.96,0.0
311.17,983.93,0.0
311.17,992.91,0.0
311.17,1001.9,0.0
311.17,1010.9,0.0
311.17,1019.8,0.0
311.17,1028.8,0.0
311.17,1037.8,0.0
311.17,1046.8,0.0
311.17,1055.7,0.0
311.17,1064.7,0.0
311.17,1073.7,0.0
311.17,1082.7,0.0
311.17,1091.7,0.0
311.17,1100.6,0.0
311.17,1109.6,0.0
311.17,1118.6,0.0
311.17,1127.6,0.0
311.17,1136.5,0.0
311.17,1145.5,0.0
325.19,5.4883,-0.57416
325.19,14.465,-0.61959
325.19,23.441,-0.66501
325.19,32.418,-0.63463
325.19,41.395,-0.5885
325.19,50.371,-0.54284
325.19,59.348,-0.47706
325.19,68.324,-0.41128
325.19,77.301,-0.34563
325.19,86.277,-0.27962
325.19,95.254,-0.2136
325.19,104.23,-0.050905
325.19,113.21,0.23091
325.19,122.18,0.51273
325.19,131.16,0.74097
325.19,140.14,0.94593
325.19,149.11,1.1509
325.19,158.09,0.42377
325.19,167.07,-0.40552
325.19,176.04,-1.1335
325.19,185.02,-1.2381
325.19,194.0,-1.3426
325.19,202.97,-1.3548
325.19,211.95,-1.1604
325.19,220.93,-0.96607
325.19,229.9,-0.73774
325.19,238.88,0.0
325.19,247.86,0.0
325.19,256.83,0.0
325.19,265.81,0.0
325.19,274.79,0.0
325.19,283.76,0.0
325.19,292.74,0.0
325.19,301.71,0.0
325.19,310.69,0.0
325.19,319.67,0.0
325.19,328.64,0.0
325.19,337.62,0.0
325.19,346.6,0.0
325.19,355.57,0.0
325.19,364.55,0.0
325.19,373.53,0.0
325.19,382.5,0.0
325.19,391.48,0.0
325.19,400.46,0.0
325.19,409.43,0.0
325.19,418.41,0.0
325.19,427.39,0.0
325.19,436.36,0.0
325.19,445.34,0.0
325.19,454.32,0.0
325.19,463.29,0.0
325.19,472.27,0.0
325.19,481.25,0.0
325.19,490.22,0.0
325.19,499.2,0.0
325.19,508.18,0.0
325.19,517.15,0.0
325.19,526.13,0.0
325.19,535.11,0.0
325.19,544.08,0.0
325.19,553.06,0.0
325.19,562.04,0.0
325.19,571.01,0.0
325.19,579.99,0.0
325.19,588.96,0.0
325.19,597.94,0.0
325.19,606.92,0.0
325.19,615.89,0.0
325.19,624.87,0.0
325.19,633.85,0.0
325.19,642.82,0.0
325.19,651.8,0.0
325.19,660.78,0.0
325.19,669.75,0.0
325.19,678.73,0.0
325.19,687.71,0.0
325.19,696.68,0.0
325.19,705.66,0.0
325.19,714.64,0.0
325.19,723.61,0.0
325.19,732.59,0.0
325.19,741.57,0.0
325.19,750.54,0.0
325.19,759.52,0.0
325.19,768.5,0.0
325.19,777.47,0.0
325.19,786.45,0.0
325.19,795.43,0.0
325.19,804.4,0.0
325.19,813.38,0.0
325.19,822.36,0.0
325.19,831.33,0.0
325.19,840.31,0.0
325.19,849.29,0.0
325.19,858.26,0.0
325.19,867.24,0.0
325.19,876.21,0.0
325.19,885.19,0.0
325.19,894.17,0.0
325.19,903.14,0.0
325.19,912.12,0.0
325.19,921.1,0.0
325.19,930.07,0.0
325.19,939.05,0.0
325.19,948.03,0.0
325.19,957.0,0.0
325.19,965.98,0.0
325.19,974.96,0.0
325.19,983.93,0.0
325.19,992.91,0.0
325.19,1001.9,0.0
325.19,1010.9,0.0
325.19,1019.8,0.0
325.19,1028.8,0.0
325.19,1037.8,0.0
325.19,1046.8,0.0
325.19,1055.7,0.0
325.19,1064.7,0.0
325.19,1073.7,0.0
325.19,1082.7,0.0
325.19,1091.7,0.0
325.19,1100.6,0.0
325.19,1109.6,0.0
325.19,1118.6,0.0
325.19,1127.6,0.0
325.19,1136.5,0.0
325.19,1145.5,0.0
339.2,5.4883,-0.74042
339.2,14.465,-0.7684
339.2,23.441,-0.76335
339.2,32.418,-0.7583
339.2,41.395,-0.74322
339.2,50.371,-0.69878
339.2,59.348,-0.69338
339.2,68.324,-0.66027
339.2,77.301,-0.5967
339.2,86.277,-0.53953
339.2,95.254,-0.47641
339.2,104.23,-0.42078
339.2,113.21,-0.3768
339.2,122.18,-0.12142
339.2,131.16,0.098996
339.2,140.14,0.29134
339.2,149.11,0.59014
339.2,158.09,0.30111
339.2,167.07,-0.053408
339.2,176.04,-0.56553
339.2,185.02,-0.81056
339.2,194.0,-1.1285
339.2,202.97,-1.2769
339.2,211.95,-1.1241
339.2,220.93,-1.2531
339.2,229.9,-1.1647
339.2,238.88,-0.88178
339.2,247.86,-0.58599
339.2,256.83,0.0
339.2,265.81,0.0
339.2,274.79,0.0
339.2,283.76,0.0
339.2,292.74,0.0
339.2,301.71,0.0
339.2,310.69,0.0
339.2,319.67,0.0
339.2,328.64,0.0
339.2,337.62,0.0
339.2,346.6,0.0
339.2,355.57,0.0
339.2,364.55,0.0
339.2,373.53,0.0
339.2,382.5,0.0
339.2,391.48,0.0
339.2,400.46,0.0
339.2,409.43,0.0
339.2,418.41,0.0
339.2,427.39,0.0
339.2,436.36,0.0
339.2,445.34,0.0
339.2,454.32,0.0
339.2,463.29,0.0
339.2,472.27,0.0
339.2,481.25,0.0
339.2,490.22,0.0
339.2,499.2,0.0
339.2,508.18,0.0
339.2,517.15,0.0
339.2,526.13,0.0
339.2,535.11,0.0
339.2,544.08,0.0
339.2,553.06,0.0
339.2,562.04,0.0
339.2,571.01,0.0
339.2,579.99,0.0
339.2,588.96,0.0
339.2,597.94,0.0
339.2,606.92,0.0
339.2,615.89,0.0
339.2,624.87,0.0
339.2,633.85,0.0
339.2,642.82,0.0
339.2,651.8,0.0
339.2,660.78,0.0
339.2,669.75,0.0
339.2,678.73,0.0
339.2,687.71,0.0
339.2,696.68,0.0
339.2,705.66,0.0
339.2,714.64,0.0
339.2,723.61,0.0
339.2,732.59,0.0
339.2,741.57,0.0
339.2,750.54,0.0
339.2,759.52,0.0
339.2,768.5,0.0
339.2,777.47,0.0
339.2,786.45,0.0
339.2,795.43,0.0
339.2,804.4,0.0
339.2,813.38,0.0
339.2,822.36,0.0
339.2,831.33,0.0
339.2,840.31,0.0
339.2,849.29,0.0
339.2,858.26,0.0
339.2,867.24,0.0
339.2,876.21,0.0
339.2,885.19,0.0
339.2,894.17,0.0
339.2,903.14,0.0
339.2,912.12,0.0
339.2,921.1,0.0
339.2,930.07,0.0
339.2,939.05,0.0
339.2,948.03,0.0
339.2,957.0,0.0
339.2,965.98,0.0
339.2,974.96,0.0
339.2,983.93,0.0
339.2,992.91,0.0
339.2,1001.9,0.0
339.2,1010.9,0.0
339.2,1019.8,0.0
339.2,1028.8,0.0
339.2,1037.8,0.0
339.2,1046.8,0.0
339.2,1055.7,0.0
339.2,1064.7,0.0
339.2,1073.7,0.0
339.2,1082.7,0.0
339.2,1091.7,0.0
339.2,1100.6,0.0
339.2,1109.6,0.0
339.2,1118.6,0.0
339.2,1127.6,0.0
339.2,1136.5,0.0
339.2,1145.5,0.0
353.22,5.4883,-0.8451
353.22,14.465,-0.84005
353.22,23.441,-0.835
353.22,32.418,-0.82994
353.22,41.395,-0.82489
353.22,50.371,-0.82223
353.22,59.348,-0.83535
353.22,68.324,-0.82995
353.22,77.301,-0.82777
353.22,86.277,-0.77719
353.22,95.254,-0.72003
353.22,104.23,-0.68599
353.22,113.21,-0.64202
353.22,122.18,-0.59804
353.22,131.16,-0.44057
353.22,140.14,-0.13222
353.22,149.11,0.17614
353.22,158.09,0.39559
353.22,167.07,0.5842
353.22,176.04,0.65688
353.22,185.02,-0.10693
353.22,194.0,-0.7852
353.22,202.97,-1.2122
353.22,211.95,-1.3412
353.22,220.93,-1.4829
353.22,229.9,-1.4644
353.22,238.88,-1.1803
353.22,247.86,-0.93662
353.22,256.83,-0.70692
353.22,265.81,-0.39334
353.22,274.79,0.0
353.22,283.76,0.0
353.22,292.74,0.0
353.22,301.71,0.0
353.22,310.69,0.0
353.22,319.67,0.0
353.22,328.64,0.0
353.22,337.62,0.0
353.22,346.6,0.0
353.22,355.57,0.0
353.22,364.55,0.0
353.22,373.53,0.0
353.22,382.5,0.0
353.22,391.48,0.0
353.22,400.46,0.0
353.22,409.43,0.0
353.22,418.41,0.0
353.22,427.39,0.0
353.22,436.36,0.0
353.22,445.34,0.0
353.22,454.32,0.0
353.22,463.29,0.0
353.22,472.27,0.0
353.22,481.25,0.0
353.22,490.22,0.0
353.22,499.2,0.0
353.22,508.18,0.0
353.22,517.15,0.0
353.22,526.13,0.0
353.22,535.11,0.0
353.22,544.08,0.0
353.22,553.06,0.0
353.22,562.04,0.0
353.22,571.01,0.0
353.22,579.99,0.0
353.22,588.96,0.0
353.22,597.94,0.0
353.22,606.92,0.0
353.22,615.89,0.0
353.22,624.87,0.0
353.22,633.85,0.0
353.22,642.82,0.0
353.22,651.8,0.0
353.22,660.78,0.0
353.22,669.75,0.0
353.22,678.73,0.0
353.22,687.71,0.0
353.22,696.68,0.0
353.22,705.66,0.0
353.22,714.64,0.0
353.22,723.61,0.0
353.22,732.59,0.0
353.22,741.57,0.0
353.22,750.54,0.0
353.22,759.52,0.0
353.22,768.5,0.0
353.22,777.47,0.0
353.22,786.45,0.0
353.22,795.43,0.0
353.22,804.4,0.0
353.22,813.38,0.0
353.22,822.36,0.0
353.22,831.33,0.0
353.22,840.31,0.0
353.22,849.29,0.0
353.22,858.26,0.0
353.22,867.24,0.0
353.22,876.21,0.0
353.22,885.19,0.0
353.22,894.17,0.0
353.22,903.14,0.0
353.22,912.12,0.0
353.22,921.1,0.0
353.22,930.07,0.0
353.22,939.05,0.0
353.22,948.03,0.0
353.22,957.0,0.0
353.22,965.98,0.0
353.22,974.96,0.0
353.22,983.93,0.0
353.22,992.91,0.0
353.22,1001.9,0.0
353.22,1010.9,0.0
353.22,1019.8,0.0
353.22,1028.8,0.0
353.22,1037.8,0.0
353.22,1046.8,0.0
353.22,1055.7,0.0
353.22,1064.7,0.0
353.22,1073.7,0.0
353.22,1082.7,0.0
353.22,1091.7,0.0
353.22,1100.6,0.0
353.22,1109.6,0.0
353.22,1118.6,0.0
353.22,1127.6,0.0
353.22,1136.5,0.0
353.22,1145.5,0.0
367.23,5.4883,-0.80957
367.23,14.465,-0.83611
367.23,23.441,-0.84311
367.23,32.418,-0.83805
367.23,41.395,-0.833
367.23,50.371,-0.83034
367.23,59.348,-0.88331
367.23,68.324,-0.92919
367.23,77.301,-0.92701
367.23,86.277,-0.93417
367.23,95.254,-0.91971
367.23,104.23,-0.89098
367.23,113.21,-0.89415
367.23,122.18,-0.87134
367.23,131.16,-0.7759
367.23,140.14,-0.65694
367.23,149.11,-0.39286
367.23,158.09,-0.1734
367.23,167.07,0.021431
367.23,176.04,0.14884
367.23,185.02,-0.16987
367.23,194.0,-0.48857
367.23,202.97,-0.78949
367.23,211.95,-1.0906
367.23,220.93,-1.3918
367.23,229.9,-1.3733
367.23,238.88,-1.3191
367.23,247.86,-1.3726
367.23,256.83,-1.1539
367.23,265.81,-0.87084
367.23,274.79,-0.55239
367.23,283.76,0.0
367.23,292.74,0.0
367.23,301.71,0.0
367.23,310.69,0.0
367.23,319.67,0.0
367.23,328.64,0.0
367.23,337.62,0.0
367.23,346.6,0.0
367.23,355.57,0.0
367.23,364.55,0.0
367.23,373.53,0.0
367.23,382.5,0.0
367.23,391.48,0.0
367.23,400.46,0.0
367.23,409.43,0.0
367.23,418.41,0.0
367.23,427.39,0.0
367.23,436.36,0.0
367.23,445.34,0.0
367.23,454.32,0.0
367.23,463.29,0.0
367.23,472.27,0.0
367.23,481.25,0.0
367.23,490.22,0.0
367.23,499.2,0.0
367.23,508.18,0.0
367.23,517.15,0.0
367.23,526.13,0.0
367.23,535.11,0.0
367.23,544.08,0.0
367.23,553.06,0.0
367.23,562.04,0.0
367.23,571.01,0.0
367.23,579.99,0.0
367.23,588.96,0.0
367.23,597.94,0.0
367.23,606.92,0.0
367.23,615.89,0.0
367.23,624.87,0.0
367.23,633.85,0.0
367.23,642.82,0.0
367.23,651.8,0.0
367.23,660.78,0.0
367.23,669.75,0.0
367.23,678.73,0.0
367.23,687.71,0.0
367.23,696.68,0.0
367.23,705.66,0.0
367.23,714.64,0.0
367.23,723.61,0.0
367.23,732.59,0.0
367.23,741.57,0.0
367.23,750.54,0.0
367.23,759.52,0.0
367.23,768.5,0.0
367.23,777.47,0.0
367.23,786.45,0.0
367.23,795.43,0.0
367.23,804.4,0.0
367.23,813.38,0.0
367.23,822.36,0.0
367.23,831.33,0.0
367.23,840.31,0.0
367.23,849.29,0.0
367.23,858.26,0.0
367.23,867.24,0.0
367.23,876.21,0.0
367.23,885.19,0.0
367.23,894.17,0.0
367.23,903.14,0.0
367.23,912.12,0.0
367.23,921.1,0.0
367.23,930.07,0.0
367.23,939.05,0.0
367.23,948.03,0.0
367.23,957.0,0.0
367.23,965.98,0.0
367.23,974.96,0.0
367.23,983.93,0.0
367.23,992.91,0.0
367.23,1001.9,0.0
367.23,1010.9,0.0
367.23,1019.8,0.0
367.23,1028.8,0.0
367.23,1037.8,0.0
367.23,1046.8,0.0
367.23,1055.7,0.0
367.23,1064.7,0.0
367.23,1073.7,0.0
367.23,1082.7,0.0
367.23,1091.7,0.0
367.23,1100.6,0.0
367.23,1109.6,0.0
367.23,1118.6,0.0
367.23,1127.6,0.0
367.23,1136.5,0.0
367.23,1145.5,0.0
381.25,5.4883,-0.76934
381.25,14.465,-0.79588
381.25,23.441,-0.82242
381.25,32.418,-0.84616
381.25,41.395,-0.84111
381.25,50.371,-0.83846
381.25,59.348,-0.89142
381.25,68.324,-0.94438
381.25,77.301,-0.97298
381.25,86.277,-0.98904
381.25,95.254,-0.99621
381.25,104.23,-1.0321
381.25,113.21,-1.0499
381.25,122.18,-1.0531
381.25,131.16,-0.97248
381.25,140.14,-0.85352
381.25,149.11,-0.79994
381.25,158.09,-0.63133
381.25,167.07,-0.44527
381.25,176.04,-0.34331
381.25,185.02,-0.044554
381.25,194.0,0.2542
381.25,202.97,0.2039
381.25,211.95,-0.42432
381.25,220.93,-0.98936
381.25,229.9,-1.275
381.25,238.88,-1.3285
381.25,247.86,-1.5832
381.25,256.83,-1.4417
381.25,265.81,-1.1586
381.25,274.79,-1.0287
381.25,283.76,-0.66285
381.25,292.74,-0.32612
381.25,301.71,0.0
381.25,310.69,0.0
381.25,319.67,0.0
381.25,328.64,0.0
381.25,337.62,0.0
381.25,346.6,0.0
381.25,355.57,0.0
381.25,364.55,0.0
381.25,373.53,0.0
381.25,382.5,0.0
381.25,391.48,0.0
381.25,400.46,0.0
381.25,409.43,0.0
381.25,418.41,0.0
381.25,427.39,0.0
381.25,436.36,0.0
381.25,445.34,0.0
381.25,454.32,0.0
381.25,463.29,0.0
381.25,472.27,0.0
381.25,481.25,0.0
381.25,490.22,0.0
381.25,499.2,0.0
381.25,508.18,0.0
381.25,517.15,0.0
381.25,526.13,0.0
381.25,535.11,0.0
381.25,544.08,0.0
381.25,553.06,0.0
381.25,562.04,0.0
381.25,571.01,0.0
381.25,579.99,0.0
381.25,588.96,0.0
381.25,597.94,0.0
381.25,606.92,0.0
381.25,615.89,0.0
381.25,624.87,0.0
381.25,633.85,0.0
381.25,642.82,0.0
381.25,651.8,0.0
381.25,660.78,0.0
381.25,669.75,0.0
381.25,678.73,0.0
381.25,687.71,0.0
381.25,696.68,0.0
381.25,705.66,0.0
381.25,714.64,0.0
381.25,723.61,0.0
381.25,732.59,0.0
381.25,741.57,0.0
381.25,750.54,0.0
381.25,759.52,0.0
381.25,768.5,0.0
381.25,777.47,0.0
381.25,786.45,0.0
381.25,795.43,0.0
381.25,804.4,0.0
381.25,813.38,0.0
381.25,822.36,0.0
381.25,831.33,0.0
381.25,840.31,0.0
381.25,849.29,0.0
381.25,858.26,0.0
381.25,867.24,0.0
381.25,876.21,0.0
381.25,885.19,0.0
381.25,894.17,0.0
381.25,903.14,0.0
381.25,912.12,0.0
381.25,921.1,0.0
381.25,930.07,0.0
381.25,939.05,0.0
381.25,948.03,0.0
381.25,957.0,0.0
381.25,965.98,0.0
381.25,974.96,0.0
381.25,983.93,0.0
381.25,992.91,0.0
381.25,1001.9,0.0
381.25,1010.9,0.0
381.25,1019.8,0.0
381.25,1028.8,0.0
381.25,1037.8,0.0
381.25,1046.8,0.0
381.25,1055.7,0.0
381.25,1064.7,0.0
381.25,1073.7,0.0
381.25,1082.7,0.0
381.25,1091.7,0.0
381.25,1100.6,0.0
381.25,1109.6,0.0
381.25,1118.6,0.0
381.25,1127.6,0.0
381.25,1136.5,0.0
381.25,1145.5,0.0
395.27,5.4883,-0.72911
395.27,14.465,-0.75565
395.27,23.441,-0.78219
395.27,32.418,-0.80873
395.27,41.395,-0.83527
395.27,50.371,-0.84657
395.27,59.348,-0.88638
395.27,68.324,-0.91377
395.27,77.301,-0.94115
395.27,86.277,-0.96853
395.27,95.254,-0.99592
395.27,104.23,-1.0319
395.27,113.21,-1.1001
395.27,122.18,-1.1544
395.27,131.16,-1.0911
395.27,140.14,-1.0816
395.27,149.11,-1.0721
395.27,158.09,-0.95561
395.27,167.07,-0.90915
395.27,176.04,-0.83337
395.27,185.02,-0.58589
395.27,194.0,-0.43775
