#: table_doi: 10.17182/hepdata.90835.v1/t77
#: name: T2tt significance
#: description: The observed significance of the SMS models for T2tt as function of the top squark and LSP masses. 
#: data_file: t2tt_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Significance,
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1054.0,131.16,-0.29735
1054.0,140.14,-0.3044
1054.0,149.11,-0.31357
1054.0,158.09,-0.3198
1054.0,167.07,-0.32527
1054.0,176.04,-0.33073
1054.0,185.02,-0.3362
1054.0,194.0,-0.34166
1054.0,202.97,-0.35684
1054.0,211.95,-0.37096
1054.0,220.93,-0.38508
1054.0,229.9,-0.39919
1054.0,238.88,-0.41331
1054.0,247.86,-0.42549
1054.0,256.83,-0.44264
1054.0,265.81,-0.46372
1054.0,274.79,-0.48481
1054.0,283.76,-0.5059
1054.0,292.74,-0.52698
1054.0,301.71,-0.54098
1054.0,310.69,-0.57027
1054.0,319.67,-0.59957
1054.0,328.64,-0.62887
1054.0,337.62,-0.65816
1054.0,346.6,-0.68743
1054.0,355.57,-0.72446
1054.0,364.55,-0.76642
1054.0,373.53,-0.80838
1054.0,382.5,-0.85035
1054.0,391.48,-0.89231
1054.0,400.46,-0.93158
1054.0,409.43,-0.94806
1054.0,418.41,-0.96453
1054.0,427.39,-0.981
1054.0,436.36,-0.99747
1054.0,445.34,-1.0139
1054.0,454.32,-1.047
1054.0,463.29,-1.0884
1054.0,472.27,-1.1298
1054.0,481.25,-1.1712
1054.0,490.22,-1.2126
1054.0,499.2,-1.2455
1054.0,508.18,-1.2749
1054.0,517.15,-1.3037
1054.0,526.13,-1.3326
1054.0,535.11,-1.3614
1054.0,544.08,-1.3903
1054.0,553.06,-1.4263
1054.0,562.04,-1.4761
1054.0,571.01,-1.5259
1054.0,579.99,-1.5757
1054.0,588.96,-1.6255
1054.0,597.94,-1.675
1054.0,606.92,-1.6131
1054.0,615.89,-1.5184
1054.0,624.87,-1.4236
1054.0,633.85,-1.3289
1054.0,642.82,-1.2341
1054.0,651.8,-1.1917
1054.0,660.78,-1.1614
1054.0,669.75,-1.0871
1054.0,678.73,-1.0129
1054.0,687.71,-0.9387
1054.0,696.68,-0.86448
1054.0,705.66,-0.89974
1054.0,714.64,-0.99915
1054.0,723.61,-1.0986
1054.0,732.59,-1.198
1054.0,741.57,-1.2974
1054.0,750.54,-1.3577
1054.0,759.52,-1.3489
1054.0,768.5,-1.3596
1054.0,777.47,-1.2553
1054.0,786.45,-1.1653
1054.0,795.43,-1.1392
1054.0,804.4,-1.1497
1054.0,813.38,-1.1982
1054.0,822.36,-1.3245
1054.0,831.33,-1.4443
1054.0,840.31,-1.3751
1054.0,849.29,-1.2618
1054.0,858.26,-1.2447
1054.0,867.24,-1.2684
1054.0,876.21,-1.3086
1054.0,885.19,-1.312
1054.0,894.17,-1.3713
1054.0,903.14,-1.4048
1054.0,912.12,-1.3528
1054.0,921.1,-1.2836
1054.0,930.07,-1.1714
1054.0,939.05,-1.0141
1054.0,948.03,-0.85673
1054.0,957.0,-0.65392
1054.0,965.98,-0.46899
1054.0,974.96,0.0
1054.0,983.93,0.0
1054.0,992.91,0.0
1054.0,1001.9,0.0
1054.0,1010.9,0.0
1054.0,1019.8,0.0
1054.0,1028.8,0.0
1054.0,1037.8,0.0
1054.0,1046.8,0.0
1054.0,1055.7,0.0
1054.0,1064.7,0.0
1054.0,1073.7,0.0
1054.0,1082.7,0.0
1054.0,1091.7,0.0
1054.0,1100.6,0.0
1054.0,1109.6,0.0
1054.0,1118.6,0.0
1054.0,1127.6,0.0
1054.0,1136.5,0.0
1054.0,1145.5,0.0
1068.0,5.4883,-0.22646
1068.0,14.465,-0.22538
1068.0,23.441,-0.22431
1068.0,32.418,-0.22321
1068.0,41.395,-0.21918
1068.0,50.371,-0.21546
1068.0,59.348,-0.21875
1068.0,68.324,-0.22205
1068.0,77.301,-0.22534
1068.0,86.277,-0.22531
1068.0,95.254,-0.22161
1068.0,104.23,-0.22297
1068.0,113.21,-0.23002
1068.0,122.18,-0.23707
1068.0,131.16,-0.24412
1068.0,140.14,-0.25675
1068.0,149.11,-0.26996
1068.0,158.09,-0.27619
1068.0,167.07,-0.28166
1068.0,176.04,-0.28712
1068.0,185.02,-0.29778
1068.0,194.0,-0.3187
1068.0,202.97,-0.33737
1068.0,211.95,-0.35148
1068.0,220.93,-0.3656
1068.0,229.9,-0.37972
1068.0,238.88,-0.38655
1068.0,247.86,-0.39116
1068.0,256.83,-0.40831
1068.0,265.81,-0.4294
1068.0,274.79,-0.45048
1068.0,283.76,-0.46775
1068.0,292.74,-0.46928
1068.0,301.71,-0.47612
1068.0,310.69,-0.50541
1068.0,319.67,-0.53471
1068.0,328.64,-0.56401
1068.0,337.62,-0.59307
1068.0,346.6,-0.622
1068.0,355.57,-0.65902
1068.0,364.55,-0.70098
1068.0,373.53,-0.74295
1068.0,382.5,-0.78474
1068.0,391.48,-0.82355
1068.0,400.46,-0.86123
1068.0,409.43,-0.8777
1068.0,418.41,-0.89418
1068.0,427.39,-0.91065
1068.0,436.36,-0.9321
1068.0,445.34,-0.95882
1068.0,454.32,-0.99261
1068.0,463.29,-1.034
1068.0,472.27,-1.0754
1068.0,481.25,-1.1169
1068.0,490.22,-1.1361
1068.0,499.2,-1.1534
1068.0,508.18,-1.1844
1068.0,517.15,-1.2168
1068.0,526.13,-1.246
1068.0,535.11,-1.2748
1068.0,544.08,-1.3037
1068.0,553.06,-1.3397
1068.0,562.04,-1.3895
1068.0,571.01,-1.4393
1068.0,579.99,-1.4891
1068.0,588.96,-1.5379
1068.0,597.94,-1.5863
1068.0,606.92,-1.5244
1068.0,615.89,-1.4296
1068.0,624.87,-1.3349
1068.0,633.85,-1.2457
1068.0,642.82,-1.1778
1068.0,651.8,-1.1449
1068.0,660.78,-1.2516
1068.0,669.75,-1.3229
1068.0,678.73,-1.2486
1068.0,687.71,-1.1744
1068.0,696.68,-1.1002
1068.0,705.66,-1.1354
1068.0,714.64,-1.2349
1068.0,723.61,-1.3343
1068.0,732.59,-1.4292
1068.0,741.57,-1.4594
1068.0,750.54,-1.4854
1068.0,759.52,-1.4451
1068.0,768.5,-1.4077
1068.0,777.47,-1.3033
1068.0,786.45,-0.89609
1068.0,795.43,-0.59221
1068.0,804.4,-0.60272
1068.0,813.38,-1.0229
1068.0,822.36,-1.5951
1068.0,831.33,-1.7149
1068.0,840.31,-1.5334
1068.0,849.29,-1.3429
1068.0,858.26,-1.3259
1068.0,867.24,-1.476
1068.0,876.21,-1.6456
1068.0,885.19,-1.6525
1068.0,894.17,-1.6595
1068.0,903.14,-1.5829
1068.0,912.12,-1.4516
1068.0,921.1,-1.3204
1068.0,930.07,-1.2175
1068.0,939.05,-1.1363
1068.0,948.03,-1.0124
1068.0,957.0,-0.82633
1068.0,965.98,-0.65556
1068.0,974.96,-0.50171
1068.0,983.93,0.0
1068.0,992.91,0.0
1068.0,1001.9,0.0
1068.0,1010.9,0.0
1068.0,1019.8,0.0
1068.0,1028.8,0.0
1068.0,1037.8,0.0
1068.0,1046.8,0.0
1068.0,1055.7,0.0
1068.0,1064.7,0.0
1068.0,1073.7,0.0
1068.0,1082.7,0.0
1068.0,1091.7,0.0
1068.0,1100.6,0.0
1068.0,1109.6,0.0
1068.0,1118.6,0.0
1068.0,1127.6,0.0
1068.0,1136.5,0.0
1068.0,1145.5,0.0
1082.0,5.4883,-0.18867
1082.0,14.465,-0.18759
1082.0,23.441,-0.18493
1082.0,32.418,-0.1809
1082.0,41.395,-0.17687
1082.0,50.371,-0.17315
1082.0,59.348,-0.17644
1082.0,68.324,-0.17948
1082.0,77.301,-0.17578
1082.0,86.277,-0.17207
1082.0,95.254,-0.16837
1082.0,104.23,-0.16974
1082.0,113.21,-0.17679
1082.0,122.18,-0.18671
1082.0,131.16,-0.19993
1082.0,140.14,-0.21314
1082.0,149.11,-0.22635
1082.0,158.09,-0.23258
1082.0,167.07,-0.23805
1082.0,176.04,-0.25738
1082.0,185.02,-0.2783
1082.0,194.0,-0.29922
1082.0,202.97,-0.31789
1082.0,211.95,-0.332
1082.0,220.93,-0.34301
1082.0,229.9,-0.34762
1082.0,238.88,-0.35223
1082.0,247.86,-0.35683
1082.0,256.83,-0.37398
1082.0,265.81,-0.39507
1082.0,274.79,-0.40136
1082.0,283.76,-0.40289
1082.0,292.74,-0.40442
1082.0,301.71,-0.41126
1082.0,310.69,-0.44055
1082.0,319.67,-0.46978
1082.0,328.64,-0.49871
1082.0,337.62,-0.52763
1082.0,346.6,-0.55656
1082.0,355.57,-0.59358
1082.0,364.55,-0.63555
1082.0,373.53,-0.67557
1082.0,382.5,-0.71438
1082.0,391.48,-0.7532
1082.0,400.46,-0.79088
1082.0,409.43,-0.80735
1082.0,418.41,-0.8243
1082.0,427.39,-0.85103
1082.0,436.36,-0.87775
1082.0,445.34,-0.90448
1082.0,454.32,-0.93827
1082.0,463.29,-0.97969
1082.0,472.27,-1.0096
1082.0,481.25,-1.0268
1082.0,490.22,-1.044
1082.0,499.2,-1.0613
1082.0,508.18,-1.0923
1082.0,517.15,-1.1247
1082.0,526.13,-1.1571
1082.0,535.11,-1.1883
1082.0,544.08,-1.2171
1082.0,553.06,-1.2531
1082.0,562.04,-1.3029
1082.0,571.01,-1.3523
1082.0,579.99,-1.4007
1082.0,588.96,-1.4491
1082.0,597.94,-1.4975
1082.0,606.92,-1.4356
1082.0,615.89,-1.3409
1082.0,624.87,-1.2667
1082.0,633.85,-1.1989
1082.0,642.82,-1.131
1082.0,651.8,-1.0981
1082.0,660.78,-1.2048
1082.0,669.75,-1.3116
1082.0,678.73,-1.4183
1082.0,687.71,-1.4101
1082.0,696.68,-1.3359
1082.0,705.66,-1.3712
1082.0,714.64,-1.4706
1082.0,723.61,-1.5267
1082.0,732.59,-1.5569
1082.0,741.57,-1.5871
1082.0,750.54,-1.6131
1082.0,759.52,-1.5728
1082.0,768.5,-1.5299
1082.0,777.47,-1.4432
1082.0,786.45,-1.1979
1082.0,795.43,-0.79072
1082.0,804.4,-0.86384
1082.0,813.38,-1.436
1082.0,822.36,-1.7213
1082.0,831.33,-1.5816
1082.0,840.31,-1.391
1082.0,849.29,-1.447
1082.0,858.26,-1.3899
1082.0,867.24,-1.5849
1082.0,876.21,-1.7378
1082.0,885.19,-1.6212
1082.0,894.17,-1.5046
1082.0,903.14,-1.3907
1082.0,912.12,-1.3329
1082.0,921.1,-1.275
1082.0,930.07,-1.204
1082.0,939.05,-1.1228
1082.0,948.03,-1.0711
1082.0,957.0,-1.0138
1082.0,965.98,-0.84303
1082.0,974.96,-0.67226
1082.0,983.93,-0.54702
1082.0,992.91,-0.3424
1082.0,1001.9,0.0
1082.0,1010.9,0.0
1082.0,1019.8,0.0
1082.0,1028.8,0.0
1082.0,1037.8,0.0
1082.0,1046.8,0.0
1082.0,1055.7,0.0
1082.0,1064.7,0.0
1082.0,1073.7,0.0
1082.0,1082.7,0.0
1082.0,1091.7,0.0
1082.0,1100.6,0.0
1082.0,1109.6,0.0
1082.0,1118.6,0.0
1082.0,1127.6,0.0
1082.0,1136.5,0.0
1082.0,1145.5,0.0
1096.0,5.4883,-0.15068
1096.0,14.465,-0.14665
1096.0,23.441,-0.14262
1096.0,32.418,-0.13859
1096.0,41.395,-0.13457
1096.0,50.371,-0.13084
1096.0,59.348,-0.12995
1096.0,68.324,-0.12625
1096.0,77.301,-0.12254
1096.0,86.277,-0.11884
1096.0,95.254,-0.11514
1096.0,104.23,-0.11668
1096.0,113.21,-0.12989
1096.0,122.18,-0.1431
1096.0,131.16,-0.15632
1096.0,140.14,-0.16953
1096.0,149.11,-0.18274
1096.0,158.09,-0.19605
1096.0,167.07,-0.21698
1096.0,176.04,-0.2379
1096.0,185.02,-0.25882
1096.0,194.0,-0.27974
1096.0,202.97,-0.29841
1096.0,211.95,-0.30408
1096.0,220.93,-0.30869
1096.0,229.9,-0.31329
1096.0,238.88,-0.3179
1096.0,247.86,-0.3225
1096.0,256.83,-0.33343
1096.0,265.81,-0.33497
1096.0,274.79,-0.3365
1096.0,283.76,-0.33803
1096.0,292.74,-0.33956
1096.0,301.71,-0.3464
1096.0,310.69,-0.37542
1096.0,319.67,-0.40434
1096.0,328.64,-0.43327
1096.0,337.62,-0.4622
1096.0,346.6,-0.49112
1096.0,355.57,-0.52758
1096.0,364.55,-0.5664
1096.0,373.53,-0.60522
1096.0,382.5,-0.64403
1096.0,391.48,-0.68285
1096.0,400.46,-0.72053
1096.0,409.43,-0.74323
1096.0,418.41,-0.76996
1096.0,427.39,-0.79669
1096.0,436.36,-0.82341
1096.0,445.34,-0.85014
1096.0,454.32,-0.88301
1096.0,463.29,-0.90024
1096.0,472.27,-0.91748
1096.0,481.25,-0.93471
1096.0,490.22,-0.95194
1096.0,499.2,-0.96917
1096.0,508.18,-1.0002
1096.0,517.15,-1.0326
1096.0,526.13,-1.065
1096.0,535.11,-1.0974
1096.0,544.08,-1.1298
1096.0,553.06,-1.1665
1096.0,562.04,-1.2151
1096.0,571.01,-1.2635
1096.0,579.99,-1.312
1096.0,588.96,-1.3604
1096.0,597.94,-1.4088
1096.0,606.92,-1.3557
1096.0,615.89,-1.2878
1096.0,624.87,-1.2199
1096.0,633.85,-1.1521
1096.0,642.82,-1.0842
1096.0,651.8,-1.0513
1096.0,660.78,-1.158
1096.0,669.75,-1.2648
1096.0,678.73,-1.3715
1096.0,687.71,-1.4782
1096.0,696.68,-1.5716
1096.0,705.66,-1.5939
1096.0,714.64,-1.6241
1096.0,723.61,-1.6543
1096.0,732.59,-1.6846
1096.0,741.57,-1.7148
1096.0,750.54,-1.7408
1096.0,759.52,-1.6718
1096.0,768.5,-1.5851
1096.0,777.47,-1.4984
1096.0,786.45,-1.4117
1096.0,795.43,-1.325
1096.0,804.4,-1.3915
1096.0,813.38,-1.3734
1096.0,822.36,-1.3554
1096.0,831.33,-1.3079
1096.0,840.31,-1.4689
1096.0,849.29,-1.63
1096.0,858.26,-1.5283
1096.0,867.24,-1.4039
1096.0,876.21,-1.4221
1096.0,885.19,-1.1827
1096.0,894.17,-0.81234
1096.0,903.14,-0.61887
1096.0,912.12,-0.75347
1096.0,921.1,-0.88618
1096.0,930.07,-1.0222
1096.0,939.05,-1.1299
1096.0,948.03,-1.0805
1096.0,957.0,-1.0232
1096.0,965.98,-0.96353
1096.0,974.96,-0.85518
1096.0,983.93,-0.74337
1096.0,992.91,-0.63592
1096.0,1001.9,-0.292
1096.0,1010.9,0.0
1096.0,1019.8,0.0
1096.0,1028.8,0.0
1096.0,1037.8,0.0
1096.0,1046.8,0.0
1096.0,1055.7,0.0
1096.0,1064.7,0.0
1096.0,1073.7,0.0
1096.0,1082.7,0.0
1096.0,1091.7,0.0
1096.0,1100.6,0.0
1096.0,1109.6,0.0
1096.0,1118.6,0.0
1096.0,1127.6,0.0
1096.0,1136.5,0.0
1096.0,1145.5,0.0
1110.0,5.4883,-0.1246
1110.0,14.465,-0.12057
1110.0,23.441,-0.11654
1110.0,32.418,-0.11251
1110.0,41.395,-0.11014
1110.0,50.371,-0.11769
1110.0,59.348,-0.11327
1110.0,68.324,-0.10951
1110.0,77.301,-0.10581
1110.0,86.277,-0.1021
1110.0,95.254,-0.0984
1110.0,104.23,-0.10267
1110.0,113.21,-0.11588
1110.0,122.18,-0.1291
1110.0,131.16,-0.14231
1110.0,140.14,-0.15532
1110.0,149.11,-0.15813
1110.0,158.09,-0.16064
1110.0,167.07,-0.17756
1110.0,176.04,-0.19849
1110.0,185.02,-0.21941
1110.0,194.0,-0.24033
1110.0,202.97,-0.25585
1110.0,211.95,-0.26046
1110.0,220.93,-0.26506
1110.0,229.9,-0.26967
1110.0,238.88,-0.27427
1110.0,247.86,-0.27857
1110.0,256.83,-0.29205
1110.0,265.81,-0.29888
1110.0,274.79,-0.30041
1110.0,283.76,-0.30194
1110.0,292.74,-0.30347
1110.0,301.71,-0.31024
1110.0,310.69,-0.33916
1110.0,319.67,-0.36809
1110.0,328.64,-0.39702
1110.0,337.62,-0.42594
1110.0,346.6,-0.44042
1110.0,355.57,-0.46244
1110.0,364.55,-0.49673
1110.0,373.53,-0.53555
1110.0,382.5,-0.57437
1110.0,391.48,-0.61318
1110.0,400.46,-0.65045
1110.0,409.43,-0.65894
1110.0,418.41,-0.68444
1110.0,427.39,-0.71116
1110.0,436.36,-0.73789
1110.0,445.34,-0.76461
1110.0,454.32,-0.78677
1110.0,463.29,-0.80401
1110.0,472.27,-0.82124
1110.0,481.25,-0.83847
1110.0,490.22,-0.85702
1110.0,499.2,-0.9196
1110.0,508.18,-0.94615
1110.0,517.15,-0.97659
1110.0,526.13,-1.009
1110.0,535.11,-1.0414
1110.0,544.08,-1.0738
1110.0,553.06,-1.105
1110.0,562.04,-1.1382
1110.0,571.01,-1.1866
1110.0,579.99,-1.235
1110.0,588.96,-1.2835
1110.0,597.94,-1.3319
1110.0,606.92,-1.2907
1110.0,615.89,-1.2228
1110.0,624.87,-1.1549
1110.0,633.85,-1.087
1110.0,642.82,-1.0485
1110.0,651.8,-1.066
1110.0,660.78,-1.0673
1110.0,669.75,-1.174
1110.0,678.73,-1.2807
1110.0,687.71,-1.3874
1110.0,696.68,-1.4942
1110.0,705.66,-1.5526
1110.0,714.64,-1.5829
1110.0,723.61,-1.6131
1110.0,732.59,-1.6433
1110.0,741.57,-1.683
1110.0,750.54,-1.7558
1110.0,759.52,-1.6692
1110.0,768.5,-1.5825
1110.0,777.47,-1.4958
1110.0,786.45,-1.4091
1110.0,795.43,-1.3525
1110.0,804.4,-1.3484
1110.0,813.38,-1.3608
1110.0,822.36,-1.3427
1110.0,831.33,-1.451
1110.0,840.31,-1.6096
1110.0,849.29,-1.7083
1110.0,858.26,-1.6017
1110.0,867.24,-1.4732
1110.0,876.21,-1.3636
1110.0,885.19,-1.4441
1110.0,894.17,-1.0737
1110.0,903.14,-0.94355
1110.0,912.12,-1.2589
1110.0,921.1,-1.5742
1110.0,930.07,-1.5712
1110.0,939.05,-1.4604
1110.0,948.03,-1.3363
1110.0,957.0,-1.2625
1110.0,965.98,-1.1789
1110.0,974.96,-1.0817
1110.0,983.93,-0.78477
1110.0,992.91,-0.65389
1110.0,1001.9,-0.4289
1110.0,1010.9,0.030219
1110.0,1019.8,0.13917
1110.0,1028.8,0.0
1110.0,1037.8,0.0
1110.0,1046.8,0.0
1110.0,1055.7,0.0
1110.0,1064.7,0.0
1110.0,1073.7,0.0
1110.0,1082.7,0.0
1110.0,1091.7,0.0
1110.0,1100.6,0.0
1110.0,1109.6,0.0
1110.0,1118.6,0.0
1110.0,1127.6,0.0
1110.0,1136.5,0.0
1110.0,1145.5,0.0
1124.1,5.4883,-0.10495
1124.1,14.465,-0.10092
1124.1,23.441,-0.096892
1124.1,32.418,-0.10093
1124.1,41.395,-0.10899
1124.1,50.371,-0.11654
1124.1,59.348,-0.11212
1124.1,68.324,-0.10769
1124.1,77.301,-0.10353
1124.1,86.277,-0.099826
1124.1,95.254,-0.096124
1124.1,104.23,-0.10039
1124.1,113.21,-0.11361
1124.1,122.18,-0.12682
1124.1,131.16,-0.13399
1124.1,140.14,-0.13681
1124.1,149.11,-0.13962
1124.1,158.09,-0.14213
1124.1,167.07,-0.14461
1124.1,176.04,-0.15118
1124.1,185.02,-0.1721
1124.1,194.0,-0.19302
1124.1,202.97,-0.20854
1124.1,211.95,-0.21315
1124.1,220.93,-0.21775
1124.1,229.9,-0.2222
1124.1,238.88,-0.22646
1124.1,247.86,-0.23072
1124.1,256.83,-0.24419
1124.1,265.81,-0.26056
1124.1,274.79,-0.27572
1124.1,283.76,-0.27725
1124.1,292.74,-0.27878
1124.1,301.71,-0.28555
1124.1,310.69,-0.31448
1124.1,319.67,-0.3434
1124.1,328.64,-0.36645
1124.1,337.62,-0.37584
1124.1,346.6,-0.38522
1124.1,355.57,-0.40723
1124.1,364.55,-0.43696
1124.1,373.53,-0.46668
1124.1,382.5,-0.50497
1124.1,391.48,-0.54379
1124.1,400.46,-0.58106
1124.1,409.43,-0.58954
1124.1,418.41,-0.59802
1124.1,427.39,-0.61328
1124.1,436.36,-0.64001
1124.1,445.34,-0.66673
1124.1,454.32,-0.6889
1124.1,463.29,-0.70613
1124.1,472.27,-0.72336
1124.1,481.25,-0.76736
1124.1,490.22,-0.82994
1124.1,499.2,-0.89252
1124.1,508.18,-0.91907
1124.1,517.15,-0.94209
1124.1,526.13,-0.96728
1124.1,535.11,-0.99967
1124.1,544.08,-1.0321
1124.1,553.06,-1.0633
1124.1,562.04,-1.0921
1124.1,571.01,-1.121
1124.1,579.99,-1.1628
1124.1,588.96,-1.2112
1124.1,597.94,-1.2597
1124.1,606.92,-1.2185
1124.1,615.89,-1.1506
1124.1,624.87,-1.0827
1124.1,633.85,-1.0957
1124.1,642.82,-1.1196
1124.1,651.8,-1.1371
1124.1,660.78,-1.129
1124.1,669.75,-1.1208
1124.1,678.73,-1.1725
1124.1,687.71,-1.2793
1124.1,696.68,-1.386
1124.1,705.66,-1.4445
1124.1,714.64,-1.4747
1124.1,723.61,-1.5049
1124.1,732.59,-1.5743
1124.1,741.57,-1.6574
1124.1,750.54,-1.7302
1124.1,759.52,-1.6436
1124.1,768.5,-1.5569
1124.1,777.47,-1.4786
1124.1,786.45,-1.4413
1124.1,795.43,-1.4041
1124.1,804.4,-1.4001
1124.1,813.38,-1.4305
1124.1,822.36,-1.4609
1124.1,831.33,-1.541
1124.1,840.31,-1.6396
1124.1,849.29,-1.7383
1124.1,858.26,-1.6185
1124.1,867.24,-1.4778
1124.1,876.21,-1.3682
1124.1,885.19,-1.4566
1124.1,894.17,-1.5449
1124.1,903.14,-1.5566
1124.1,912.12,-1.3196
1124.1,921.1,-1.0825
1124.1,930.07,-1.0553
1124.1,939.05,-1.2674
1124.1,948.03,-1.4795
1124.1,957.0,-1.4726
1124.1,965.98,-1.4039
1124.1,974.96,-1.326
1124.1,983.93,-1.0291
1124.1,992.91,-0.73118
1124.1,1001.9,-0.46973
1124.1,1010.9,-0.40737
1124.1,1019.8,-0.34502
1124.1,1028.8,-0.18422
1124.1,1037.8,0.0
1124.1,1046.8,0.0
1124.1,1055.7,0.0
1124.1,1064.7,0.0
1124.1,1073.7,0.0
1124.1,1082.7,0.0
1124.1,1091.7,0.0
1124.1,1100.6,0.0
1124.1,1109.6,0.0
1124.1,1118.6,0.0
1124.1,1127.6,0.0
1124.1,1136.5,0.0
1124.1,1145.5,0.0
1138.1,5.4883,-0.085299
1138.1,14.465,-0.083656
1138.1,23.441,-0.091719
1138.1,32.418,-0.099783
1138.1,41.395,-0.10785
1138.1,50.371,-0.11539
1138.1,59.348,-0.11097
1138.1,68.324,-0.10654
1138.1,77.301,-0.10212
1138.1,86.277,-0.097694
1138.1,95.254,-0.093847
1138.1,104.23,-0.098116
1138.1,113.21,-0.10985
1138.1,122.18,-0.11267
1138.1,131.16,-0.11548
1138.1,140.14,-0.11829
1138.1,149.11,-0.12111
1138.1,158.09,-0.12362
1138.1,167.07,-0.1261
1138.1,176.04,-0.12858
1138.1,185.02,-0.13106
1138.1,194.0,-0.14571
1138.1,202.97,-0.16123
1138.1,211.95,-0.16584
1138.1,220.93,-0.17009
1138.1,229.9,-0.17435
1138.1,238.88,-0.1786
1138.1,247.86,-0.18286
1138.1,256.83,-0.19634
1138.1,265.81,-0.2127
1138.1,274.79,-0.22907
1138.1,283.76,-0.24544
1138.1,292.74,-0.25409
1138.1,301.71,-0.26086
1138.1,310.69,-0.28979
1138.1,319.67,-0.30187
1138.1,328.64,-0.31125
1138.1,337.62,-0.32063
1138.1,346.6,-0.33002
1138.1,355.57,-0.35203
1138.1,364.55,-0.38176
1138.1,373.53,-0.41148
1138.1,382.5,-0.44121
1138.1,391.48,-0.47439
1138.1,400.46,-0.51166
1138.1,409.43,-0.52014
1138.1,418.41,-0.52863
1138.1,427.39,-0.53711
1138.1,436.36,-0.54559
1138.1,445.34,-0.56886
1138.1,454.32,-0.59102
1138.1,463.29,-0.61512
1138.1,472.27,-0.67771
1138.1,481.25,-0.74029
1138.1,490.22,-0.80287
1138.1,499.2,-0.86545
1138.1,508.18,-0.892
1138.1,517.15,-0.91501
1138.1,526.13,-0.93803
1138.1,535.11,-0.96105
1138.1,544.08,-0.99035
1138.1,553.06,-1.0215
1138.1,562.04,-1.0504
1138.1,571.01,-1.0793
1138.1,579.99,-1.1082
1138.1,588.96,-1.139
1138.1,597.94,-1.1874
1138.1,606.92,-1.1462
1138.1,615.89,-1.1189
1138.1,624.87,-1.1429
1138.1,633.85,-1.1668
1138.1,642.82,-1.1908
1138.1,651.8,-1.2083
1138.1,660.78,-1.2001
1138.1,669.75,-1.192
1138.1,678.73,-1.1838
1138.1,687.71,-1.1757
1138.1,696.68,-1.2778
1138.1,705.66,-1.3363
1138.1,714.64,-1.3824
1138.1,723.61,-1.4656
1138.1,732.59,-1.5487
1138.1,741.57,-1.6318
1138.1,750.54,-1.7046
1138.1,759.52,-1.618
1138.1,768.5,-1.5674
1138.1,777.47,-1.5302
1138.1,786.45,-1.493
1138.1,795.43,-1.4558
1138.1,804.4,-1.4517
1138.1,813.38,-1.4713
1138.1,822.36,-1.4342
1138.1,831.33,-1.3971
1138.1,840.31,-1.3939
1138.1,849.29,-1.4926
1138.1,858.26,-1.371
1138.1,867.24,-1.3391
1138.1,876.21,-1.3885
1138.1,885.19,-1.4769
1138.1,894.17,-1.4179
1138.1,903.14,-1.3567
1138.1,912.12,-1.3573
1138.1,921.1,-1.1454
1138.1,930.07,-1.1685
1138.1,939.05,-1.3917
1138.1,948.03,-1.4933
1138.1,957.0,-1.4069
1138.1,965.98,-1.2832
1138.1,974.96,-1.136
1138.1,983.93,-0.92504
1138.1,992.91,-0.87257
1138.1,1001.9,-0.81803
1138.1,1010.9,-0.75568
1138.1,1019.8,-0.6406
1138.1,1028.8,-0.45587
1138.1,1037.8,-0.27855
1138.1,1046.8,-0.043817
1138.1,1055.7,0.0
1138.1,1064.7,0.0
1138.1,1073.7,0.0
1138.1,1082.7,0.0
1138.1,1091.7,0.0
1138.1,1100.6,0.0
1138.1,1109.6,0.0
1138.1,1118.6,0.0
1138.1,1127.6,0.0
1138.1,1136.5,0.0
1138.1,1145.5,0.0
1152.1,5.4883,-0.073409
1152.1,14.465,-0.081472
1152.1,23.441,-0.089535
1152.1,32.418,-0.097598
1152.1,41.395,-0.10566
1152.1,50.371,-0.11255
1152.1,59.348,-0.10813
1152.1,68.324,-0.1037
1152.1,77.301,-0.099277
1152.1,86.277,-0.094853
1152.1,95.254,-0.090428
1152.1,104.23,-0.090228
1152.1,113.21,-0.093041
1152.1,122.18,-0.095855
1152.1,131.16,-0.098668
1152.1,140.14,-0.10148
1152.1,149.11,-0.10137
1152.1,158.09,-0.10171
1152.1,167.07,-0.10419
1152.1,176.04,-0.10667
1152.1,185.02,-0.10915
1152.1,194.0,-0.11163
1152.1,202.97,-0.11453
1152.1,211.95,-0.11878
1152.1,220.93,-0.12304
1152.1,229.9,-0.12729
1152.1,238.88,-0.13155
1152.1,247.86,-0.1358
1152.1,256.83,-0.15136
1152.1,265.81,-0.16773
1152.1,274.79,-0.1841
1152.1,283.76,-0.20047
1152.1,292.74,-0.21684
1152.1,301.71,-0.22969
1152.1,310.69,-0.23907
1152.1,319.67,-0.24845
1152.1,328.64,-0.25784
1152.1,337.62,-0.26722
1152.1,346.6,-0.2766
1152.1,355.57,-0.29892
1152.1,364.55,-0.32864
1152.1,373.53,-0.35837
1152.1,382.5,-0.38809
1152.1,391.48,-0.41782
1152.1,400.46,-0.44228
