#: table_doi: 10.17182/hepdata.90835.v1/t78
#: name: T2bb significance
#: description: The observed significance of the SMS models for T2bb as function of the bottom squark and LSP masses. 
#: data_file: t2bb_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Significance,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1006.3,156.79,-0.85289
1006.3,173.18,-0.87762
1006.3,189.58,-0.90064
1006.3,205.98,-0.91381
1006.3,222.38,-0.93029
1006.3,238.78,-0.94677
1006.3,255.18,-0.96325
1006.3,271.57,-0.97973
1006.3,287.97,-0.99667
1006.3,304.37,-1.0416
1006.3,320.77,-1.1208
1006.3,337.17,-1.1999
1006.3,353.57,-1.2599
1006.3,369.96,-1.2858
1006.3,386.36,-1.3084
1006.3,402.76,-1.3305
1006.3,419.16,-1.3504
1006.3,435.56,-1.3703
1006.3,451.96,-1.4061
1006.3,468.36,-1.4941
1006.3,484.75,-1.6044
1006.3,501.15,-1.7125
1006.3,517.55,-1.7106
1006.3,533.95,-1.6721
1006.3,550.35,-1.6351
1006.3,566.75,-1.6675
1006.3,583.14,-1.6999
1006.3,599.54,-1.718
1006.3,615.94,-1.61
1006.3,632.34,-1.4991
1006.3,648.74,-1.4296
1006.3,665.14,-1.4189
1006.3,681.54,-1.4539
1006.3,697.93,-1.489
1006.3,714.33,-1.4266
1006.3,730.73,-1.3502
1006.3,747.13,-1.2845
1006.3,763.53,-1.1585
1006.3,779.93,-1.0107
1006.3,796.32,-0.87291
1006.3,812.72,-0.82808
1006.3,829.12,-0.74169
1006.3,845.52,-0.65529
1006.3,861.92,-0.55129
1006.3,878.32,-0.48132
1006.3,894.71,-0.78871
1006.3,911.11,-0.71785
1006.3,927.51,-0.63724
1006.3,943.91,-0.79849
1006.3,960.31,-0.75901
1006.3,976.71,-0.6162
1006.3,993.11,0.0
1006.3,1009.5,0.0
1006.3,1025.9,0.0
1006.3,1042.3,0.0
1006.3,1058.7,0.0
1006.3,1075.1,0.0
1006.3,1091.5,0.0
1006.3,1107.9,0.0
1006.3,1124.3,0.0
1006.3,1140.7,0.0
1006.3,1157.1,0.0
1006.3,1173.5,0.0
1006.3,1189.9,0.0
1006.3,1206.3,0.0
1006.3,1222.7,0.0
1006.3,1239.1,0.0
1006.3,1255.5,0.0
1006.3,1271.9,0.0
1006.3,1288.3,0.0
1006.3,1304.7,0.0
1006.3,1321.1,0.0
1006.3,1337.5,0.0
1006.3,1353.9,0.0
1006.3,1370.3,0.0
1006.3,1386.7,0.0
1006.3,1403.1,0.0
1006.3,1419.5,0.0
1006.3,1435.9,0.0
1006.3,1452.3,0.0
1006.3,1468.7,0.0
1006.3,1485.1,0.0
1006.3,1501.5,0.0
1006.3,1517.9,0.0
1006.3,1534.3,0.0
1006.3,1550.7,0.0
1006.3,1567.1,0.0
1006.3,1583.4,0.0
1006.3,1599.8,0.0
1006.3,1616.2,0.0
1006.3,1632.6,0.0
1006.3,1649.0,0.0
1006.3,1665.4,0.0
1006.3,1681.8,0.0
1006.3,1698.2,0.0
1006.3,1714.6,0.0
1006.3,1731.0,0.0
1006.3,1747.4,0.0
1006.3,1763.8,0.0
1006.3,1780.2,0.0
1006.3,1796.6,0.0
1006.3,1813.0,0.0
1006.3,1829.4,0.0
1006.3,1845.8,0.0
1006.3,1862.2,0.0
1006.3,1878.6,0.0
1006.3,1895.0,0.0
1006.3,1911.4,0.0
1006.3,1927.8,0.0
1006.3,1944.2,0.0
1006.3,1960.6,0.0
1006.3,1977.0,0.0
1006.3,1993.4,0.0
1006.3,2009.8,0.0
1006.3,2026.2,0.0
1006.3,2042.6,0.0
1006.3,2059.0,0.0
1006.3,2075.4,0.0
1006.3,2091.8,0.0
1018.8,9.1992,-0.70777
1018.8,25.598,-0.71759
1018.8,41.996,-0.72503
1018.8,58.395,-0.72476
1018.8,74.793,-0.7245
1018.8,91.191,-0.72424
1018.8,107.59,-0.73554
1018.8,123.99,-0.76027
1018.8,140.39,-0.785
1018.8,156.79,-0.80973
1018.8,173.18,-0.82569
1018.8,189.58,-0.83696
1018.8,205.98,-0.85013
1018.8,222.38,-0.86661
1018.8,238.78,-0.88309
1018.8,255.18,-0.89957
1018.8,271.57,-0.92492
1018.8,287.97,-0.95744
1018.8,304.37,-1.0024
1018.8,320.77,-1.0815
1018.8,337.17,-1.1498
1018.8,353.57,-1.1978
1018.8,369.96,-1.2397
1018.8,386.36,-1.2623
1018.8,402.76,-1.2844
1018.8,419.16,-1.3043
1018.8,435.56,-1.3347
1018.8,451.96,-1.3907
1018.8,468.36,-1.4157
1018.8,484.75,-1.524
1018.8,501.15,-1.6321
1018.8,517.55,-1.711
1018.8,533.95,-1.6812
1018.8,550.35,-1.6442
1018.8,566.75,-1.6766
1018.8,583.14,-1.7043
1018.8,599.54,-1.6962
1018.8,615.94,-1.5882
1018.8,632.34,-1.4864
1018.8,648.74,-1.5115
1018.8,665.14,-1.4366
1018.8,681.54,-1.4456
1018.8,697.93,-1.4807
1018.8,714.33,-1.4183
1018.8,730.73,-1.3418
1018.8,747.13,-1.3163
1018.8,763.53,-1.1902
1018.8,779.93,-1.0424
1018.8,796.32,-0.95326
1018.8,812.72,-0.95094
1018.8,829.12,-0.90413
1018.8,845.52,-0.81773
1018.8,861.92,-0.75528
1018.8,878.32,-0.73538
1018.8,894.71,-0.63318
1018.8,911.11,-0.62261
1018.8,927.51,-0.63666
1018.8,943.91,-0.71462
1018.8,960.31,-0.59354
1018.8,976.71,-0.28103
1018.8,993.11,-0.92638
1018.8,1009.5,0.0
1018.8,1025.9,0.0
1018.8,1042.3,0.0
1018.8,1058.7,0.0
1018.8,1075.1,0.0
1018.8,1091.5,0.0
1018.8,1107.9,0.0
1018.8,1124.3,0.0
1018.8,1140.7,0.0
1018.8,1157.1,0.0
1018.8,1173.5,0.0
1018.8,1189.9,0.0
1018.8,1206.3,0.0
1018.8,1222.7,0.0
1018.8,1239.1,0.0
1018.8,1255.5,0.0
1018.8,1271.9,0.0
1018.8,1288.3,0.0
1018.8,1304.7,0.0
1018.8,1321.1,0.0
1018.8,1337.5,0.0
1018.8,1353.9,0.0
1018.8,1370.3,0.0
1018.8,1386.7,0.0
1018.8,1403.1,0.0
1018.8,1419.5,0.0
1018.8,1435.9,0.0
1018.8,1452.3,0.0
1018.8,1468.7,0.0
1018.8,1485.1,0.0
1018.8,1501.5,0.0
1018.8,1517.9,0.0
1018.8,1534.3,0.0
1018.8,1550.7,0.0
1018.8,1567.1,0.0
1018.8,1583.4,0.0
1018.8,1599.8,0.0
1018.8,1616.2,0.0
1018.8,1632.6,0.0
1018.8,1649.0,0.0
1018.8,1665.4,0.0
1018.8,1681.8,0.0
1018.8,1698.2,0.0
1018.8,1714.6,0.0
1018.8,1731.0,0.0
1018.8,1747.4,0.0
1018.8,1763.8,0.0
1018.8,1780.2,0.0
1018.8,1796.6,0.0
1018.8,1813.0,0.0
1018.8,1829.4,0.0
1018.8,1845.8,0.0
1018.8,1862.2,0.0
1018.8,1878.6,0.0
1018.8,1895.0,0.0
1018.8,1911.4,0.0
1018.8,1927.8,0.0
1018.8,1944.2,0.0
1018.8,1960.6,0.0
1018.8,1977.0,0.0
1018.8,1993.4,0.0
1018.8,2009.8,0.0
1018.8,2026.2,0.0
1018.8,2042.6,0.0
1018.8,2059.0,0.0
1018.8,2075.4,0.0
1018.8,2091.8,0.0
1031.3,9.1992,-0.6494
1031.3,25.598,-0.65922
1031.3,41.996,-0.66903
1031.3,58.395,-0.67885
1031.3,74.793,-0.68134
1031.3,91.191,-0.68108
1031.3,107.59,-0.69238
1031.3,123.99,-0.71711
1031.3,140.39,-0.73947
1031.3,156.79,-0.75074
1031.3,173.18,-0.76201
1031.3,189.58,-0.77328
1031.3,205.98,-0.78645
1031.3,222.38,-0.80293
1031.3,238.78,-0.82066
1031.3,255.18,-0.85318
1031.3,271.57,-0.88569
1031.3,287.97,-0.9182
1031.3,304.37,-0.96315
1031.3,320.77,-1.0386
1031.3,337.17,-1.0878
1031.3,353.57,-1.1357
1031.3,369.96,-1.1792
1031.3,386.36,-1.2162
1031.3,402.76,-1.2383
1031.3,419.16,-1.2592
1031.3,435.56,-1.3193
1031.3,451.96,-1.3752
1031.3,468.36,-1.4003
1031.3,484.75,-1.4435
1031.3,501.15,-1.5516
1031.3,517.55,-1.6306
1031.3,533.95,-1.6902
1031.3,550.35,-1.6533
1031.3,566.75,-1.6857
1031.3,583.14,-1.6825
1031.3,599.54,-1.6744
1031.3,615.94,-1.5664
1031.3,632.34,-1.5682
1031.3,648.74,-1.5934
1031.3,665.14,-1.5184
1031.3,681.54,-1.4372
1031.3,697.93,-1.4723
1031.3,714.33,-1.4099
1031.3,730.73,-1.3719
1031.3,747.13,-1.3481
1031.3,763.53,-1.222
1031.3,779.93,-1.1177
1031.3,796.32,-1.0336
1031.3,812.72,-1.0313
1031.3,829.12,-1.0526
1031.3,845.52,-0.98017
1031.3,861.92,-0.91772
1031.3,878.32,-0.82386
1031.3,894.71,-0.63907
1031.3,911.11,-0.64514
1031.3,927.51,-0.64095
1031.3,943.91,-0.57645
1031.3,960.31,-0.5432
1031.3,976.71,-0.23069
1031.3,993.11,-0.87603
1031.3,1009.5,0.0
1031.3,1025.9,0.0
1031.3,1042.3,0.0
1031.3,1058.7,0.0
1031.3,1075.1,0.0
1031.3,1091.5,0.0
1031.3,1107.9,0.0
1031.3,1124.3,0.0
1031.3,1140.7,0.0
1031.3,1157.1,0.0
1031.3,1173.5,0.0
1031.3,1189.9,0.0
1031.3,1206.3,0.0
1031.3,1222.7,0.0
1031.3,1239.1,0.0
1031.3,1255.5,0.0
1031.3,1271.9,0.0
1031.3,1288.3,0.0
1031.3,1304.7,0.0
1031.3,1321.1,0.0
1031.3,1337.5,0.0
1031.3,1353.9,0.0
1031.3,1370.3,0.0
1031.3,1386.7,0.0
1031.3,1403.1,0.0
1031.3,1419.5,0.0
1031.3,1435.9,0.0
1031.3,1452.3,0.0
1031.3,1468.7,0.0
1031.3,1485.1,0.0
1031.3,1501.5,0.0
1031.3,1517.9,0.0
1031.3,1534.3,0.0
1031.3,1550.7,0.0
1031.3,1567.1,0.0
1031.3,1583.4,0.0
1031.3,1599.8,0.0
1031.3,1616.2,0.0
1031.3,1632.6,0.0
1031.3,1649.0,0.0
1031.3,1665.4,0.0
1031.3,1681.8,0.0
1031.3,1698.2,0.0
1031.3,1714.6,0.0
1031.3,1731.0,0.0
1031.3,1747.4,0.0
1031.3,1763.8,0.0
1031.3,1780.2,0.0
1031.3,1796.6,0.0
1031.3,1813.0,0.0
1031.3,1829.4,0.0
1031.3,1845.8,0.0
1031.3,1862.2,0.0
1031.3,1878.6,0.0
1031.3,1895.0,0.0
1031.3,1911.4,0.0
1031.3,1927.8,0.0
1031.3,1944.2,0.0
1031.3,1960.6,0.0
1031.3,1977.0,0.0
1031.3,1993.4,0.0
1031.3,2009.8,0.0
1031.3,2026.2,0.0
1031.3,2042.6,0.0
1031.3,2059.0,0.0
1031.3,2075.4,0.0
1031.3,2091.8,0.0
1043.8,9.1992,-0.59103
1043.8,25.598,-0.60085
1043.8,41.996,-0.61066
1043.8,58.395,-0.62048
1043.8,74.793,-0.6303
1043.8,91.191,-0.63792
1043.8,107.59,-0.64923
1043.8,123.99,-0.66453
1043.8,140.39,-0.67579
1043.8,156.79,-0.68706
1043.8,173.18,-0.69833
1043.8,189.58,-0.7096
1043.8,205.98,-0.72277
1043.8,222.38,-0.74891
1043.8,238.78,-0.78143
1043.8,255.18,-0.81394
1043.8,271.57,-0.84645
1043.8,287.97,-0.87897
1043.8,304.37,-0.92391
1043.8,320.77,-0.9765
1043.8,337.17,-1.0257
1043.8,353.57,-1.0736
1043.8,369.96,-1.1171
1043.8,386.36,-1.1606
1043.8,402.76,-1.1921
1043.8,419.16,-1.2437
1043.8,435.56,-1.3038
1043.8,451.96,-1.3598
1043.8,468.36,-1.3848
1043.8,484.75,-1.4099
1043.8,501.15,-1.4712
1043.8,517.55,-1.5502
1043.8,533.95,-1.6291
1043.8,550.35,-1.6623
1043.8,566.75,-1.6688
1043.8,583.14,-1.6607
1043.8,599.54,-1.6526
1043.8,615.94,-1.625
1043.8,632.34,-1.6501
1043.8,648.74,-1.6753
1043.8,665.14,-1.6003
1043.8,681.54,-1.517
1043.8,697.93,-1.4639
1043.8,714.33,-1.4275
1043.8,730.73,-1.4036
1043.8,747.13,-1.3798
1043.8,763.53,-1.282
1043.8,779.93,-1.198
1043.8,796.32,-1.114
1043.8,812.72,-1.1116
1043.8,829.12,-1.1329
1043.8,845.52,-1.1426
1043.8,861.92,-1.0562
1043.8,878.32,-0.93351
1043.8,894.71,-0.80636
1043.8,911.11,-0.8254
1043.8,927.51,-0.84155
1043.8,943.91,-0.38398
1043.8,960.31,-0.48936
1043.8,976.71,-0.46517
1043.8,993.11,-0.70866
1043.8,1009.5,-0.93286
1043.8,1025.9,0.0
1043.8,1042.3,0.0
1043.8,1058.7,0.0
1043.8,1075.1,0.0
1043.8,1091.5,0.0
1043.8,1107.9,0.0
1043.8,1124.3,0.0
1043.8,1140.7,0.0
1043.8,1157.1,0.0
1043.8,1173.5,0.0
1043.8,1189.9,0.0
1043.8,1206.3,0.0
1043.8,1222.7,0.0
1043.8,1239.1,0.0
1043.8,1255.5,0.0
1043.8,1271.9,0.0
1043.8,1288.3,0.0
1043.8,1304.7,0.0
1043.8,1321.1,0.0
1043.8,1337.5,0.0
1043.8,1353.9,0.0
1043.8,1370.3,0.0
1043.8,1386.7,0.0
1043.8,1403.1,0.0
1043.8,1419.5,0.0
1043.8,1435.9,0.0
1043.8,1452.3,0.0
1043.8,1468.7,0.0
1043.8,1485.1,0.0
1043.8,1501.5,0.0
1043.8,1517.9,0.0
1043.8,1534.3,0.0
1043.8,1550.7,0.0
1043.8,1567.1,0.0
1043.8,1583.4,0.0
1043.8,1599.8,0.0
1043.8,1616.2,0.0
1043.8,1632.6,0.0
1043.8,1649.0,0.0
1043.8,1665.4,0.0
1043.8,1681.8,0.0
1043.8,1698.2,0.0
1043.8,1714.6,0.0
1043.8,1731.0,0.0
1043.8,1747.4,0.0
1043.8,1763.8,0.0
1043.8,1780.2,0.0
1043.8,1796.6,0.0
1043.8,1813.0,0.0
1043.8,1829.4,0.0
1043.8,1845.8,0.0
1043.8,1862.2,0.0
1043.8,1878.6,0.0
1043.8,1895.0,0.0
1043.8,1911.4,0.0
1043.8,1927.8,0.0
1043.8,1944.2,0.0
1043.8,1960.6,0.0
1043.8,1977.0,0.0
1043.8,1993.4,0.0
1043.8,2009.8,0.0
1043.8,2026.2,0.0
1043.8,2042.6,0.0
1043.8,2059.0,0.0
1043.8,2075.4,0.0
1043.8,2091.8,0.0
1056.3,9.1992,-0.55163
1056.3,25.598,-0.56071
1056.3,41.996,-0.57053
1056.3,58.395,-0.58035
1056.3,74.793,-0.59016
1056.3,91.191,-0.59998
1056.3,107.59,-0.61047
1056.3,123.99,-0.62174
1056.3,140.39,-0.63301
1056.3,156.79,-0.64428
1056.3,173.18,-0.65555
1056.3,189.58,-0.66683
1056.3,205.98,-0.68592
1056.3,222.38,-0.71843
1056.3,238.78,-0.75094
1056.3,255.18,-0.78346
1056.3,271.57,-0.81597
1056.3,287.97,-0.84826
1056.3,304.37,-0.87966
1056.3,320.77,-0.92881
1056.3,337.17,-0.97797
1056.3,353.57,-1.0123
1056.3,369.96,-1.0527
1056.3,386.36,-1.0962
1056.3,402.76,-1.1425
1056.3,419.16,-1.2026
1056.3,435.56,-1.2627
1056.3,451.96,-1.3129
1056.3,468.36,-1.338
1056.3,484.75,-1.363
1056.3,501.15,-1.4166
1056.3,517.55,-1.4956
1056.3,533.95,-1.5746
1056.3,550.35,-1.629
1056.3,566.75,-1.6209
1056.3,583.14,-1.6128
1056.3,599.54,-1.6318
1056.3,615.94,-1.6582
1056.3,632.34,-1.6833
1056.3,648.74,-1.7105
1056.3,665.14,-1.6852
1056.3,681.54,-1.6018
1056.3,697.93,-1.5185
1056.3,714.33,-1.4872
1056.3,730.73,-1.4634
1056.3,747.13,-1.422
1056.3,763.53,-1.3336
1056.3,779.93,-1.2496
1056.3,796.32,-1.176
1056.3,812.72,-1.1886
1056.3,829.12,-1.2099
1056.3,845.52,-1.2208
1056.3,861.92,-1.1095
1056.3,878.32,-0.9868
1056.3,894.71,-0.86409
1056.3,911.11,-0.88151
1056.3,927.51,-0.96737
1056.3,943.91,-0.58372
1056.3,960.31,-0.4976
1056.3,976.71,-0.51992
1056.3,993.11,-0.60942
1056.3,1009.5,-0.86732
1056.3,1025.9,-0.97583
1056.3,1042.3,0.0
1056.3,1058.7,0.0
1056.3,1075.1,0.0
1056.3,1091.5,0.0
1056.3,1107.9,0.0
1056.3,1124.3,0.0
1056.3,1140.7,0.0
1056.3,1157.1,0.0
1056.3,1173.5,0.0
1056.3,1189.9,0.0
1056.3,1206.3,0.0
1056.3,1222.7,0.0
1056.3,1239.1,0.0
1056.3,1255.5,0.0
1056.3,1271.9,0.0
1056.3,1288.3,0.0
1056.3,1304.7,0.0
1056.3,1321.1,0.0
1056.3,1337.5,0.0
1056.3,1353.9,0.0
1056.3,1370.3,0.0
1056.3,1386.7,0.0
1056.3,1403.1,0.0
1056.3,1419.5,0.0
1056.3,1435.9,0.0
1056.3,1452.3,0.0
1056.3,1468.7,0.0
1056.3,1485.1,0.0
1056.3,1501.5,0.0
1056.3,1517.9,0.0
1056.3,1534.3,0.0
1056.3,1550.7,0.0
1056.3,1567.1,0.0
1056.3,1583.4,0.0
1056.3,1599.8,0.0
1056.3,1616.2,0.0
1056.3,1632.6,0.0
1056.3,1649.0,0.0
1056.3,1665.4,0.0
1056.3,1681.8,0.0
1056.3,1698.2,0.0
1056.3,1714.6,0.0
1056.3,1731.0,0.0
1056.3,1747.4,0.0
1056.3,1763.8,0.0
1056.3,1780.2,0.0
1056.3,1796.6,0.0
1056.3,1813.0,0.0
1056.3,1829.4,0.0
1056.3,1845.8,0.0
1056.3,1862.2,0.0
1056.3,1878.6,0.0
1056.3,1895.0,0.0
1056.3,1911.4,0.0
1056.3,1927.8,0.0
1056.3,1944.2,0.0
1056.3,1960.6,0.0
1056.3,1977.0,0.0
1056.3,1993.4,0.0
1056.3,2009.8,0.0
1056.3,2026.2,0.0
1056.3,2042.6,0.0
1056.3,2059.0,0.0
1056.3,2075.4,0.0
1056.3,2091.8,0.0
1068.8,9.1992,-0.53409
1068.8,25.598,-0.54102
1068.8,41.996,-0.54864
1068.8,58.395,-0.55845
1068.8,74.793,-0.56827
1068.8,91.191,-0.57809
1068.8,107.59,-0.58858
1068.8,123.99,-0.59985
1068.8,140.39,-0.61112
1068.8,156.79,-0.62239
1068.8,173.18,-0.63372
1068.8,189.58,-0.6451
1068.8,205.98,-0.66418
1068.8,222.38,-0.69669
1068.8,238.78,-0.72921
1068.8,255.18,-0.76172
1068.8,271.57,-0.79004
1068.8,287.97,-0.81497
1068.8,304.37,-0.84637
1068.8,320.77,-0.89552
1068.8,337.17,-0.93574
1068.8,353.57,-0.96013
1068.8,369.96,-0.98594
1068.8,386.36,-1.0295
1068.8,402.76,-1.0758
1068.8,419.16,-1.1359
1068.8,435.56,-1.192
1068.8,451.96,-1.2346
1068.8,468.36,-1.2597
1068.8,484.75,-1.2986
1068.8,501.15,-1.3879
1068.8,517.55,-1.4669
1068.8,533.95,-1.5361
1068.8,550.35,-1.555
1068.8,566.75,-1.5469
1068.8,583.14,-1.5476
1068.8,599.54,-1.6163
1068.8,615.94,-1.6427
1068.8,632.34,-1.6683
1068.8,648.74,-1.7002
1068.8,665.14,-1.7446
1068.8,681.54,-1.6896
1068.8,697.93,-1.6063
1068.8,714.33,-1.575
1068.8,730.73,-1.5512
1068.8,747.13,-1.4448
1068.8,763.53,-1.3564
1068.8,779.93,-1.2723
1068.8,796.32,-1.2496
1068.8,812.72,-1.2622
1068.8,829.12,-1.2835
1068.8,845.52,-1.2211
1068.8,861.92,-1.1083
1068.8,878.32,-0.98371
1068.8,894.71,-0.86101
1068.8,911.11,-0.8582
1068.8,927.51,-0.9123
1068.8,943.91,-0.79267
1068.8,960.31,-0.6357
1068.8,976.71,-0.51068
1068.8,993.11,-0.66409
1068.8,1009.5,-0.8162
1068.8,1025.9,-0.61424
1068.8,1042.3,-0.87168
1068.8,1058.7,0.0
1068.8,1075.1,0.0
1068.8,1091.5,0.0
1068.8,1107.9,0.0
1068.8,1124.3,0.0
1068.8,1140.7,0.0
1068.8,1157.1,0.0
1068.8,1173.5,0.0
1068.8,1189.9,0.0
1068.8,1206.3,0.0
1068.8,1222.7,0.0
1068.8,1239.1,0.0
1068.8,1255.5,0.0
1068.8,1271.9,0.0
1068.8,1288.3,0.0
1068.8,1304.7,0.0
1068.8,1321.1,0.0
1068.8,1337.5,0.0
1068.8,1353.9,0.0
1068.8,1370.3,0.0
1068.8,1386.7,0.0
1068.8,1403.1,0.0
1068.8,1419.5,0.0
1068.8,1435.9,0.0
1068.8,1452.3,0.0
1068.8,1468.7,0.0
1068.8,1485.1,0.0
1068.8,1501.5,0.0
1068.8,1517.9,0.0
1068.8,1534.3,0.0
1068.8,1550.7,0.0
1068.8,1567.1,0.0
1068.8,1583.4,0.0
1068.8,1599.8,0.0
1068.8,1616.2,0.0
1068.8,1632.6,0.0
1068.8,1649.0,0.0
1068.8,1665.4,0.0
1068.8,1681.8,0.0
1068.8,1698.2,0.0
1068.8,1714.6,0.0
1068.8,1731.0,0.0
1068.8,1747.4,0.0
1068.8,1763.8,0.0
1068.8,1780.2,0.0
1068.8,1796.6,0.0
1068.8,1813.0,0.0
1068.8,1829.4,0.0
1068.8,1845.8,0.0
1068.8,1862.2,0.0
1068.8,1878.6,0.0
1068.8,1895.0,0.0
1068.8,1911.4,0.0
1068.8,1927.8,0.0
1068.8,1944.2,0.0
1068.8,1960.6,0.0
1068.8,1977.0,0.0
1068.8,1993.4,0.0
1068.8,2009.8,0.0
1068.8,2026.2,0.0
1068.8,2042.6,0.0
1068.8,2059.0,0.0
1068.8,2075.4,0.0
1068.8,2091.8,0.0
1081.3,9.1992,-0.51655
1081.3,25.598,-0.52348
1081.3,41.996,-0.53042
1081.3,58.395,-0.53735
1081.3,74.793,-0.54638
1081.3,91.191,-0.5562
1081.3,107.59,-0.56669
1081.3,123.99,-0.57796
1081.3,140.39,-0.58924
1081.3,156.79,-0.60062
1081.3,173.18,-0.61199
1081.3,189.58,-0.62336
1081.3,205.98,-0.64244
1081.3,222.38,-0.67496
1081.3,238.78,-0.70688
1081.3,255.18,-0.73182
1081.3,271.57,-0.75675
1081.3,287.97,-0.78169
1081.3,304.37,-0.81308
1081.3,320.77,-0.85918
1081.3,337.17,-0.88358
1081.3,353.57,-0.90797
1081.3,369.96,-0.93236
1081.3,386.36,-0.96271
1081.3,402.76,-1.009
1081.3,419.16,-1.0688
1081.3,435.56,-1.1137
1081.3,451.96,-1.1563
1081.3,468.36,-1.1814
1081.3,484.75,-1.2699
1081.3,501.15,-1.3593
1081.3,517.55,-1.4382
1081.3,533.95,-1.4621
1081.3,550.35,-1.481
1081.3,566.75,-1.4729
1081.3,583.14,-1.5321
1081.3,599.54,-1.6008
1081.3,615.94,-1.6272
1081.3,632.34,-1.6579
1081.3,648.74,-1.6898
1081.3,665.14,-1.7342
1081.3,681.54,-1.7774
1081.3,697.93,-1.6941
1081.3,714.33,-1.6628
1081.3,730.73,-1.5767
1081.3,747.13,-1.4676
1081.3,763.53,-1.3792
1081.3,779.93,-1.3405
1081.3,796.32,-1.3231
1081.3,812.72,-1.3357
1081.3,829.12,-1.2962
1081.3,845.52,-1.2214
1081.3,861.92,-1.1085
1081.3,878.32,-0.98142
1081.3,894.71,-0.85793
1081.3,911.11,-0.85512
1081.3,927.51,-0.83409
1081.3,943.91,-0.72459
1081.3,960.31,-0.58715
1081.3,976.71,-0.58475
1081.3,993.11,-0.76266
1081.3,1009.5,-0.67914
1081.3,1025.9,-0.47718
1081.3,1042.3,-0.73463
1081.3,1058.7,0.0
1081.3,1075.1,0.0
1081.3,1091.5,0.0
1081.3,1107.9,0.0
1081.3,1124.3,0.0
1081.3,1140.7,0.0
1081.3,1157.1,0.0
1081.3,1173.5,0.0
1081.3,1189.9,0.0
1081.3,1206.3,0.0
1081.3,1222.7,0.0
1081.3,1239.1,0.0
1081.3,1255.5,0.0
1081.3,1271.9,0.0
1081.3,1288.3,0.0
1081.3,1304.7,0.0
1081.3,1321.1,0.0
1081.3,1337.5,0.0
1081.3,1353.9,0.0
1081.3,1370.3,0.0
1081.3,1386.7,0.0
1081.3,1403.1,0.0
1081.3,1419.5,0.0
1081.3,1435.9,0.0
1081.3,1452.3,0.0
1081.3,1468.7,0.0
1081.3,1485.1,0.0
1081.3,1501.5,0.0
1081.3,1517.9,0.0
1081.3,1534.3,0.0
1081.3,1550.7,0.0
1081.3,1567.1,0.0
1081.3,1583.4,0.0
1081.3,1599.8,0.0
1081.3,1616.2,0.0
1081.3,1632.6,0.0
1081.3,1649.0,0.0
1081.3,1665.4,0.0
1081.3,1681.8,0.0
1081.3,1698.2,0.0
1081.3,1714.6,0.0
1081.3,1731.0,0.0
1081.3,1747.4,0.0
1081.3,1763.8,0.0
1081.3,1780.2,0.0
1081.3,1796.6,0.0
1081.3,1813.0,0.0
1081.3,1829.4,0.0
1081.3,1845.8,0.0
1081.3,1862.2,0.0
1081.3,1878.6,0.0
1081.3,1895.0,0.0
1081.3,1911.4,0.0
1081.3,1927.8,0.0
1081.3,1944.2,0.0
1081.3,1960.6,0.0
1081.3,1977.0,0.0
1081.3,1993.4,0.0
1081.3,2009.8,0.0
1081.3,2026.2,0.0
1081.3,2042.6,0.0
1081.3,2059.0,0.0
1081.3,2075.4,0.0
1081.3,2091.8,0.0
1093.8,9.1992,-0.49901
1093.8,25.598,-0.50594
1093.8,41.996,-0.51288
1093.8,58.395,-0.51981
1093.8,74.793,-0.52674
1093.8,91.191,-0.5343
1093.8,107.59,-0.54479
1093.8,123.99,-0.55614
1093.8,140.39,-0.56751
1093.8,156.79,-0.57888
1093.8,173.18,-0.59025
1093.8,189.58,-0.60163
1093.8,205.98,-0.62071
1093.8,222.38,-0.64866
1093.8,238.78,-0.67359
1093.8,255.18,-0.69853
1093.8,271.57,-0.72346
1093.8,287.97,-0.7484
1093.8,304.37,-0.77979
1093.8,320.77,-0.80702
1093.8,337.17,-0.83141
1093.8,353.57,-0.8558
1093.8,369.96,-0.88019
1093.8,386.36,-0.90459
1093.8,402.76,-0.94228
1093.8,419.16,-0.99047
1093.8,435.56,-1.0354
1093.8,451.96,-1.078
1093.8,468.36,-1.1511
1093.8,484.75,-1.2412
1093.8,501.15,-1.3306
1093.8,517.55,-1.3685
1093.8,533.95,-1.3881
1093.8,550.35,-1.407
1093.8,566.75,-1.448
1093.8,583.14,-1.5166
1093.8,599.54,-1.5853
1093.8,615.94,-1.6157
1093.8,632.34,-1.6476
1093.8,648.74,-1.6795
1093.8,665.14,-1.7239
1093.8,681.54,-1.7693
1093.8,697.93,-1.7819
1093.8,714.33,-1.7085
1093.8,730.73,-1.5994
1093.8,747.13,-1.4904
1093.8,763.53,-1.4315
1093.8,779.93,-1.4141
1093.8,796.32,-1.3967
1093.8,812.72,-1.3714
1093.8,829.12,-1.2965
1093.8,845.52,-1.2217
1093.8,861.92,-1.1088
1093.8,878.32,-0.9817
1093.8,894.71,-0.85484
1093.8,911.11,-0.81027
1093.8,927.51,-0.72365
1093.8,943.91,-0.63673
1093.8,960.31,-0.57295
1093.8,976.71,-0.72375
1093.8,993.11,-0.7306
