#: table_doi: 10.17182/hepdata.90835.v1/t79
#: name: T2qq significance
#: description: The observed significance of the SMS models for T2qq as function of the LSP and light squark masses. 
#: data_file: t2qq_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Significance,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1318.8,2191.4,0.0
1331.3,9.5898,0.034991
1331.3,26.77,0.019189
1331.3,43.949,0.0033879
1331.3,61.129,-0.012414
1331.3,78.309,-0.040953
1331.3,95.488,-0.070934
1331.3,112.67,-0.075984
1331.3,129.85,-0.072154
1331.3,147.03,-0.068325
1331.3,164.21,-0.06534
1331.3,181.39,-0.070012
1331.3,198.57,-0.074684
1331.3,215.75,-0.089128
1331.3,232.93,-0.10446
1331.3,250.11,-0.1198
1331.3,267.29,-0.13247
1331.3,284.46,-0.13824
1331.3,301.64,-0.14452
1331.3,318.82,-0.15564
1331.3,336.0,-0.16676
1331.3,353.18,-0.17788
1331.3,370.36,-0.19299
1331.3,387.54,-0.21284
1331.3,404.72,-0.23257
1331.3,421.9,-0.25197
1331.3,439.08,-0.27138
1331.3,456.26,-0.29078
1331.3,473.44,-0.31413
1331.3,490.62,-0.33974
1331.3,507.8,-0.36629
1331.3,524.98,-0.39397
1331.3,542.16,-0.42166
1331.3,559.34,-0.44934
1331.3,576.52,-0.46461
1331.3,593.7,-0.47708
1331.3,610.88,-0.49335
1331.3,628.06,-0.51182
1331.3,645.24,-0.49332
1331.3,662.42,-0.48674
1331.3,679.6,-0.48797
1331.3,696.78,-0.52676
1331.3,713.96,-0.54897
1331.3,731.14,-0.56643
1331.3,748.32,-0.53597
1331.3,765.5,-0.5124
1331.3,782.68,-0.49112
1331.3,799.86,-0.47019
1331.3,817.04,-0.45208
1331.3,834.21,-0.435
1331.3,851.39,-0.42298
1331.3,868.57,-0.46692
1331.3,885.75,-0.38492
1331.3,902.93,-0.29837
1331.3,920.11,-0.19946
1331.3,937.29,-0.13995
1331.3,954.47,-0.056174
1331.3,971.65,0.070573
1331.3,988.83,0.069545
1331.3,1006.0,0.10324
1331.3,1023.2,0.18276
1331.3,1040.4,0.20872
1331.3,1057.6,0.24335
1331.3,1074.7,0.32191
1331.3,1091.9,0.46206
1331.3,1109.1,0.52016
1331.3,1126.3,0.45029
1331.3,1143.4,0.3098
1331.3,1160.6,0.10893
1331.3,1177.8,0.063801
1331.3,1195.0,0.19165
1331.3,1212.2,0.16485
1331.3,1229.3,0.035953
1331.3,1246.5,-0.1168
1331.3,1263.7,-0.38983
1331.3,1280.9,-0.49828
1331.3,1298.1,-0.68097
1331.3,1315.2,0.0
1331.3,1332.4,0.0
1331.3,1349.6,0.0
1331.3,1366.8,0.0
1331.3,1384.0,0.0
1331.3,1401.1,0.0
1331.3,1418.3,0.0
1331.3,1435.5,0.0
1331.3,1452.7,0.0
1331.3,1469.9,0.0
1331.3,1487.0,0.0
1331.3,1504.2,0.0
1331.3,1521.4,0.0
1331.3,1538.6,0.0
1331.3,1555.8,0.0
1331.3,1572.9,0.0
1331.3,1590.1,0.0
1331.3,1607.3,0.0
1331.3,1624.5,0.0
1331.3,1641.7,0.0
1331.3,1658.8,0.0
1331.3,1676.0,0.0
1331.3,1693.2,0.0
1331.3,1710.4,0.0
1331.3,1727.6,0.0
1331.3,1744.7,0.0
1331.3,1761.9,0.0
1331.3,1779.1,0.0
1331.3,1796.3,0.0
1331.3,1813.5,0.0
1331.3,1830.6,0.0
1331.3,1847.8,0.0
1331.3,1865.0,0.0
1331.3,1882.2,0.0
1331.3,1899.4,0.0
1331.3,1916.5,0.0
1331.3,1933.7,0.0
1331.3,1950.9,0.0
1331.3,1968.1,0.0
1331.3,1985.3,0.0
1331.3,2002.4,0.0
1331.3,2019.6,0.0
1331.3,2036.8,0.0
1331.3,2054.0,0.0
1331.3,2071.2,0.0
1331.3,2088.3,0.0
1331.3,2105.5,0.0
1331.3,2122.7,0.0
1331.3,2139.9,0.0
1331.3,2157.1,0.0
1331.3,2174.2,0.0
1331.3,2191.4,0.0
1343.8,9.5898,0.027016
1343.8,26.77,0.011214
1343.8,43.949,-0.0045873
1343.8,61.129,-0.020389
1343.8,78.309,-0.03619
1343.8,95.488,-0.058482
1343.8,112.67,-0.063531
1343.8,129.85,-0.059702
1343.8,147.03,-0.055873
1343.8,164.21,-0.052043
1343.8,181.39,-0.048214
1343.8,198.57,-0.04986
1343.8,215.75,-0.064305
1343.8,232.93,-0.079638
1343.8,250.11,-0.094972
1343.8,267.29,-0.11031
1343.8,284.46,-0.12564
1343.8,301.64,-0.13361
1343.8,318.82,-0.14473
1343.8,336.0,-0.15585
1343.8,353.18,-0.16697
1343.8,370.36,-0.17808
1343.8,387.54,-0.18922
1343.8,404.72,-0.20895
1343.8,421.9,-0.22835
1343.8,439.08,-0.24776
1343.8,456.26,-0.26716
1343.8,473.44,-0.28656
1343.8,490.62,-0.30709
1343.8,507.8,-0.33364
1343.8,524.98,-0.36133
1343.8,542.16,-0.38901
1343.8,559.34,-0.4167
1343.8,576.52,-0.44439
1343.8,593.7,-0.46658
1343.8,610.88,-0.48285
1343.8,628.06,-0.50132
1343.8,645.24,-0.51585
1343.8,662.42,-0.50928
1343.8,679.6,-0.5105
1343.8,696.78,-0.51905
1343.8,713.96,-0.54126
1343.8,731.14,-0.55872
1343.8,748.32,-0.56336
1343.8,765.5,-0.54079
1343.8,782.68,-0.51987
1343.8,799.86,-0.49895
1343.8,817.04,-0.48154
1343.8,834.21,-0.46457
1343.8,851.39,-0.45255
1343.8,868.57,-0.40521
1343.8,885.75,-0.32191
1343.8,902.93,-0.23536
1343.8,920.11,-0.16759
1343.8,937.29,-0.10808
1343.8,954.47,-0.0243
1343.8,971.65,-0.0094214
1343.8,988.83,-0.010449
1343.8,1006.0,0.023244
1343.8,1023.2,0.050211
1343.8,1040.4,0.076176
1343.8,1057.6,0.11796
1343.8,1074.7,0.2581
1343.8,1091.9,0.39825
1343.8,1109.1,0.4356
1343.8,1126.3,0.29511
1343.8,1143.4,0.15463
1343.8,1160.6,0.047034
1343.8,1177.8,0.17489
1343.8,1195.0,0.30274
1343.8,1212.2,0.2545
1343.8,1229.3,0.10174
1343.8,1246.5,-0.051006
1343.8,1263.7,-0.22029
1343.8,1280.9,-0.32873
1343.8,1298.1,-0.44907
1343.8,1315.2,-0.7289
1343.8,1332.4,0.0
1343.8,1349.6,0.0
1343.8,1366.8,0.0
1343.8,1384.0,0.0
1343.8,1401.1,0.0
1343.8,1418.3,0.0
1343.8,1435.5,0.0
1343.8,1452.7,0.0
1343.8,1469.9,0.0
1343.8,1487.0,0.0
1343.8,1504.2,0.0
1343.8,1521.4,0.0
1343.8,1538.6,0.0
1343.8,1555.8,0.0
1343.8,1572.9,0.0
1343.8,1590.1,0.0
1343.8,1607.3,0.0
1343.8,1624.5,0.0
1343.8,1641.7,0.0
1343.8,1658.8,0.0
1343.8,1676.0,0.0
1343.8,1693.2,0.0
1343.8,1710.4,0.0
1343.8,1727.6,0.0
1343.8,1744.7,0.0
1343.8,1761.9,0.0
1343.8,1779.1,0.0
1343.8,1796.3,0.0
1343.8,1813.5,0.0
1343.8,1830.6,0.0
1343.8,1847.8,0.0
1343.8,1865.0,0.0
1343.8,1882.2,0.0
1343.8,1899.4,0.0
1343.8,1916.5,0.0
1343.8,1933.7,0.0
1343.8,1950.9,0.0
1343.8,1968.1,0.0
1343.8,1985.3,0.0
1343.8,2002.4,0.0
1343.8,2019.6,0.0
1343.8,2036.8,0.0
1343.8,2054.0,0.0
1343.8,2071.2,0.0
1343.8,2088.3,0.0
1343.8,2105.5,0.0
1343.8,2122.7,0.0
1343.8,2139.9,0.0
1343.8,2157.1,0.0
1343.8,2174.2,0.0
1343.8,2191.4,0.0
1356.3,9.5898,0.044156
1356.3,26.77,0.029946
1356.3,43.949,0.014144
1356.3,61.129,-0.0016572
1356.3,78.309,-0.017459
1356.3,95.488,-0.03326
1356.3,112.67,-0.046216
1356.3,129.85,-0.042387
1356.3,147.03,-0.038558
1356.3,164.21,-0.034728
1356.3,181.39,-0.030899
1356.3,198.57,-0.027069
1356.3,215.75,-0.040804
1356.3,232.93,-0.056138
1356.3,250.11,-0.071472
1356.3,267.29,-0.086806
1356.3,284.46,-0.10214
1356.3,301.64,-0.11184
1356.3,318.82,-0.12295
1356.3,336.0,-0.13407
1356.3,353.18,-0.14519
1356.3,370.36,-0.15631
1356.3,387.54,-0.16743
1356.3,404.72,-0.1846
1356.3,421.9,-0.20507
1356.3,439.08,-0.22448
1356.3,456.26,-0.24388
1356.3,473.44,-0.26328
1356.3,490.62,-0.28269
1356.3,507.8,-0.30316
1356.3,524.98,-0.32923
1356.3,542.16,-0.35691
1356.3,559.34,-0.3846
1356.3,576.52,-0.41228
1356.3,593.7,-0.43997
1356.3,610.88,-0.46182
1356.3,628.06,-0.48029
1356.3,645.24,-0.49903
1356.3,662.42,-0.51335
1356.3,679.6,-0.51458
1356.3,696.78,-0.5158
1356.3,713.96,-0.53022
1356.3,731.14,-0.54768
1356.3,748.32,-0.56848
1356.3,765.5,-0.55255
1356.3,782.68,-0.53163
1356.3,799.86,-0.52768
1356.3,817.04,-0.51109
1356.3,834.21,-0.49412
1356.3,851.39,-0.46038
1356.3,868.57,-0.40046
1356.3,885.75,-0.31716
1356.3,902.93,-0.23792
1356.3,920.11,-0.17841
1356.3,937.29,-0.1189
1356.3,954.47,-0.072476
1356.3,971.65,-0.073504
1356.3,988.83,-0.074531
1356.3,1006.0,-0.04988
1356.3,1023.2,-0.023915
1356.3,1040.4,0.0020502
1356.3,1057.6,0.067435
1356.3,1074.7,0.20758
1356.3,1091.9,0.34773
1356.3,1109.1,0.39833
1356.3,1126.3,0.25784
1356.3,1143.4,0.11736
1356.3,1160.6,0.089719
1356.3,1177.8,0.21757
1356.3,1195.0,0.34543
1356.3,1212.2,0.27453
1356.3,1229.3,0.12178
1356.3,1246.5,-0.0022
1356.3,1263.7,-0.095796
1356.3,1280.9,-0.20424
1356.3,1298.1,-0.31269
1356.3,1315.2,-0.57324
1356.3,1332.4,0.0
1356.3,1349.6,0.0
1356.3,1366.8,0.0
1356.3,1384.0,0.0
1356.3,1401.1,0.0
1356.3,1418.3,0.0
1356.3,1435.5,0.0
1356.3,1452.7,0.0
1356.3,1469.9,0.0
1356.3,1487.0,0.0
1356.3,1504.2,0.0
1356.3,1521.4,0.0
1356.3,1538.6,0.0
1356.3,1555.8,0.0
1356.3,1572.9,0.0
1356.3,1590.1,0.0
1356.3,1607.3,0.0
1356.3,1624.5,0.0
1356.3,1641.7,0.0
1356.3,1658.8,0.0
1356.3,1676.0,0.0
1356.3,1693.2,0.0
1356.3,1710.4,0.0
1356.3,1727.6,0.0
1356.3,1744.7,0.0
1356.3,1761.9,0.0
1356.3,1779.1,0.0
1356.3,1796.3,0.0
1356.3,1813.5,0.0
1356.3,1830.6,0.0
1356.3,1847.8,0.0
1356.3,1865.0,0.0
1356.3,1882.2,0.0
1356.3,1899.4,0.0
1356.3,1916.5,0.0
1356.3,1933.7,0.0
1356.3,1950.9,0.0
1356.3,1968.1,0.0
1356.3,1985.3,0.0
1356.3,2002.4,0.0
1356.3,2019.6,0.0
1356.3,2036.8,0.0
1356.3,2054.0,0.0
1356.3,2071.2,0.0
1356.3,2088.3,0.0
1356.3,2105.5,0.0
1356.3,2122.7,0.0
1356.3,2139.9,0.0
1356.3,2157.1,0.0
1356.3,2174.2,0.0
1356.3,2191.4,0.0
1368.8,9.5898,0.079192
1368.8,26.77,0.070611
1368.8,43.949,0.059583
1368.8,61.129,0.043781
1368.8,78.309,0.02798
1368.8,95.488,0.012178
1368.8,112.67,-0.00093433
1368.8,129.85,-0.013089
1368.8,147.03,-0.01638
1368.8,164.21,-0.012551
1368.8,181.39,-0.0087213
1368.8,198.57,-0.0048919
1368.8,215.75,-0.018627
1368.8,232.93,-0.03396
1368.8,250.11,-0.049294
1368.8,267.29,-0.062625
1368.8,284.46,-0.070767
1368.8,301.64,-0.079193
1368.8,318.82,-0.090311
1368.8,336.0,-0.10143
1368.8,353.18,-0.11255
1368.8,370.36,-0.12563
1368.8,387.54,-0.14104
1368.8,404.72,-0.1582
1368.8,421.9,-0.17998
1368.8,439.08,-0.20154
1368.8,456.26,-0.22094
1368.8,473.44,-0.24035
1368.8,490.62,-0.25975
1368.8,507.8,-0.28022
1368.8,524.98,-0.30198
1368.8,542.16,-0.32535
1368.8,559.34,-0.35303
1368.8,576.52,-0.38072
1368.8,593.7,-0.40841
1368.8,610.88,-0.43025
1368.8,628.06,-0.44872
1368.8,645.24,-0.46979
1368.8,662.42,-0.49144
1368.8,679.6,-0.5002
1368.8,696.78,-0.50142
1368.8,713.96,-0.51584
1368.8,731.14,-0.5333
1368.8,748.32,-0.56325
1368.8,765.5,-0.54732
1368.8,782.68,-0.53036
1368.8,799.86,-0.55721
1368.8,817.04,-0.54061
1368.8,834.21,-0.51505
1368.8,851.39,-0.45368
1368.8,868.57,-0.45313
1368.8,885.75,-0.37067
1368.8,902.93,-0.29143
1368.8,920.11,-0.23192
1368.8,937.29,-0.16983
1368.8,954.47,-0.12065
1368.8,971.65,-0.12167
1368.8,988.83,-0.10301
1368.8,1006.0,-0.065587
1368.8,1023.2,-0.039622
1368.8,1040.4,-0.029366
1368.8,1057.6,0.030199
1368.8,1074.7,0.17034
1368.8,1091.9,0.23645
1368.8,1109.1,0.32077
1368.8,1126.3,0.33848
1368.8,1143.4,0.19799
1368.8,1160.6,0.1331
1368.8,1177.8,0.19186
1368.8,1195.0,0.31971
1368.8,1212.2,0.24882
1368.8,1229.3,0.096065
1368.8,1246.5,0.10156
1368.8,1263.7,-0.0065456
1368.8,1280.9,-0.12481
1368.8,1298.1,-0.23326
1368.8,1315.2,-0.4938
1368.8,1332.4,-0.67758
1368.8,1349.6,0.0
1368.8,1366.8,0.0
1368.8,1384.0,0.0
1368.8,1401.1,0.0
1368.8,1418.3,0.0
1368.8,1435.5,0.0
1368.8,1452.7,0.0
1368.8,1469.9,0.0
1368.8,1487.0,0.0
1368.8,1504.2,0.0
1368.8,1521.4,0.0
1368.8,1538.6,0.0
1368.8,1555.8,0.0
1368.8,1572.9,0.0
1368.8,1590.1,0.0
1368.8,1607.3,0.0
1368.8,1624.5,0.0
1368.8,1641.7,0.0
1368.8,1658.8,0.0
1368.8,1676.0,0.0
1368.8,1693.2,0.0
1368.8,1710.4,0.0
1368.8,1727.6,0.0
1368.8,1744.7,0.0
1368.8,1761.9,0.0
1368.8,1779.1,0.0
1368.8,1796.3,0.0
1368.8,1813.5,0.0
1368.8,1830.6,0.0
1368.8,1847.8,0.0
1368.8,1865.0,0.0
1368.8,1882.2,0.0
1368.8,1899.4,0.0
1368.8,1916.5,0.0
1368.8,1933.7,0.0
1368.8,1950.9,0.0
1368.8,1968.1,0.0
1368.8,1985.3,0.0
1368.8,2002.4,0.0
1368.8,2019.6,0.0
1368.8,2036.8,0.0
1368.8,2054.0,0.0
1368.8,2071.2,0.0
1368.8,2088.3,0.0
1368.8,2105.5,0.0
1368.8,2122.7,0.0
1368.8,2139.9,0.0
1368.8,2157.1,0.0
1368.8,2174.2,0.0
1368.8,2191.4,0.0
1381.3,9.5898,0.11423
1381.3,26.77,0.10565
1381.3,43.949,0.097067
1381.3,61.129,0.088486
1381.3,78.309,0.073418
1381.3,95.488,0.057617
1381.3,112.67,0.044504
1381.3,129.85,0.032349
1381.3,147.03,0.020194
1381.3,164.21,0.0096269
1381.3,181.39,0.013456
1381.3,198.57,0.017286
1381.3,215.75,0.0035509
1381.3,232.93,-0.011783
1381.3,250.11,-0.02184
1381.3,267.29,-0.029981
1381.3,284.46,-0.038123
1381.3,301.64,-0.04655
1381.3,318.82,-0.057667
1381.3,336.0,-0.068785
1381.3,353.18,-0.083823
1381.3,370.36,-0.099236
1381.3,387.54,-0.11465
1381.3,404.72,-0.13181
1381.3,421.9,-0.15359
1381.3,439.08,-0.17536
1381.3,456.26,-0.19714
1381.3,473.44,-0.21741
1381.3,490.62,-0.23681
1381.3,507.8,-0.25728
1381.3,524.98,-0.27904
1381.3,542.16,-0.3008
1381.3,559.34,-0.32256
1381.3,576.52,-0.34916
1381.3,593.7,-0.37684
1381.3,610.88,-0.39869
1381.3,628.06,-0.41889
1381.3,645.24,-0.44054
1381.3,662.42,-0.4622
1381.3,679.6,-0.48385
1381.3,696.78,-0.48704
1381.3,713.96,-0.50146
1381.3,731.14,-0.52798
1381.3,748.32,-0.55802
1381.3,765.5,-0.54209
1381.3,782.68,-0.55989
1381.3,799.86,-0.58673
1381.3,817.04,-0.57014
1381.3,834.21,-0.50836
1381.3,851.39,-0.44698
1381.3,868.57,-0.44643
1381.3,885.75,-0.42418
1381.3,902.93,-0.34494
1381.3,920.11,-0.28485
1381.3,937.29,-0.218
1381.3,954.47,-0.16882
1381.3,971.65,-0.16231
1381.3,988.83,-0.11872
1381.3,1006.0,-0.081293
1381.3,1023.2,-0.062978
1381.3,1040.4,-0.066603
1381.3,1057.6,-0.0070377
1381.3,1074.7,0.091571
1381.3,1091.9,0.1124
1381.3,1109.1,0.19672
1381.3,1126.3,0.33755
1381.3,1143.4,0.27863
1381.3,1160.6,0.21373
1381.3,1177.8,0.19542
1381.3,1195.0,0.29399
1381.3,1212.2,0.2231
1381.3,1229.3,0.18012
1381.3,1246.5,0.20533
1381.3,1263.7,0.097219
1381.3,1280.9,-0.044666
1381.3,1298.1,-0.15382
1381.3,1315.2,-0.3808
1381.3,1332.4,-0.56242
1381.3,1349.6,-0.80893
1381.3,1366.8,0.0
1381.3,1384.0,0.0
1381.3,1401.1,0.0
1381.3,1418.3,0.0
1381.3,1435.5,0.0
1381.3,1452.7,0.0
1381.3,1469.9,0.0
1381.3,1487.0,0.0
1381.3,1504.2,0.0
1381.3,1521.4,0.0
1381.3,1538.6,0.0
1381.3,1555.8,0.0
1381.3,1572.9,0.0
1381.3,1590.1,0.0
1381.3,1607.3,0.0
1381.3,1624.5,0.0
1381.3,1641.7,0.0
1381.3,1658.8,0.0
1381.3,1676.0,0.0
1381.3,1693.2,0.0
1381.3,1710.4,0.0
1381.3,1727.6,0.0
1381.3,1744.7,0.0
1381.3,1761.9,0.0
1381.3,1779.1,0.0
1381.3,1796.3,0.0
1381.3,1813.5,0.0
1381.3,1830.6,0.0
1381.3,1847.8,0.0
1381.3,1865.0,0.0
1381.3,1882.2,0.0
1381.3,1899.4,0.0
1381.3,1916.5,0.0
1381.3,1933.7,0.0
1381.3,1950.9,0.0
1381.3,1968.1,0.0
1381.3,1985.3,0.0
1381.3,2002.4,0.0
1381.3,2019.6,0.0
1381.3,2036.8,0.0
1381.3,2054.0,0.0
1381.3,2071.2,0.0
1381.3,2088.3,0.0
1381.3,2105.5,0.0
1381.3,2122.7,0.0
1381.3,2139.9,0.0
1381.3,2157.1,0.0
1381.3,2174.2,0.0
1381.3,2191.4,0.0
1393.8,9.5898,0.14926
1393.8,26.77,0.14068
1393.8,43.949,0.1321
1393.8,61.129,0.12352
1393.8,78.309,0.11494
1393.8,95.488,0.10306
1393.8,112.67,0.089942
1393.8,129.85,0.077787
1393.8,147.03,0.065632
1393.8,164.21,0.053477
1393.8,181.39,0.041322
1393.8,198.57,0.039463
1393.8,215.75,0.027087
1393.8,232.93,0.018946
1393.8,250.11,0.010804
1393.8,267.29,0.0026623
1393.8,284.46,-0.0054794
1393.8,301.64,-0.013906
1393.8,318.82,-0.026605
1393.8,336.0,-0.042017
1393.8,353.18,-0.05743
1393.8,370.36,-0.072843
1393.8,387.54,-0.088255
1393.8,404.72,-0.10542
1393.8,421.9,-0.12719
1393.8,439.08,-0.14897
1393.8,456.26,-0.17075
1393.8,473.44,-0.19252
1393.8,490.62,-0.21387
1393.8,507.8,-0.23434
1393.8,524.98,-0.2561
1393.8,542.16,-0.27786
1393.8,559.34,-0.29962
1393.8,576.52,-0.32138
1393.8,593.7,-0.34528
1393.8,610.88,-0.36799
1393.8,628.06,-0.38964
1393.8,645.24,-0.4113
1393.8,662.42,-0.43295
1393.8,679.6,-0.45461
1393.8,696.78,-0.47266
1393.8,713.96,-0.49272
1393.8,731.14,-0.52275
1393.8,748.32,-0.55278
1393.8,765.5,-0.56256
1393.8,782.68,-0.58941
1393.8,799.86,-0.61626
1393.8,817.04,-0.56841
1393.8,834.21,-0.50166
1393.8,851.39,-0.44029
1393.8,868.57,-0.43973
1393.8,885.75,-0.43918
1393.8,902.93,-0.39846
1393.8,920.11,-0.33302
1393.8,937.29,-0.26617
1393.8,954.47,-0.21699
1393.8,971.65,-0.17801
1393.8,988.83,-0.13442
1393.8,1006.0,-0.097
1393.8,1023.2,-0.10021
1393.8,1040.4,-0.10384
1393.8,1057.6,-0.053309
1393.8,1074.7,-0.032483
1393.8,1091.9,-0.011658
1393.8,1109.1,0.072664
1393.8,1126.3,0.2135
1393.8,1143.4,0.35433
1393.8,1160.6,0.29436
1393.8,1177.8,0.27605
1393.8,1195.0,0.26828
1393.8,1212.2,0.25868
1393.8,1229.3,0.28389
1393.8,1246.5,0.30909
1393.8,1263.7,0.20098
1393.8,1280.9,0.059098
1393.8,1298.1,-0.074386
1393.8,1315.2,-0.26563
1393.8,1332.4,-0.44725
1393.8,1349.6,-0.6486
1393.8,1366.8,-0.95436
1393.8,1384.0,0.0
1393.8,1401.1,0.0
1393.8,1418.3,0.0
1393.8,1435.5,0.0
1393.8,1452.7,0.0
1393.8,1469.9,0.0
1393.8,1487.0,0.0
1393.8,1504.2,0.0
1393.8,1521.4,0.0
1393.8,1538.6,0.0
1393.8,1555.8,0.0
1393.8,1572.9,0.0
1393.8,1590.1,0.0
1393.8,1607.3,0.0
1393.8,1624.5,0.0
1393.8,1641.7,0.0
1393.8,1658.8,0.0
1393.8,1676.0,0.0
1393.8,1693.2,0.0
1393.8,1710.4,0.0
1393.8,1727.6,0.0
1393.8,1744.7,0.0
1393.8,1761.9,0.0
1393.8,1779.1,0.0
1393.8,1796.3,0.0
1393.8,1813.5,0.0
1393.8,1830.6,0.0
1393.8,1847.8,0.0
1393.8,1865.0,0.0
1393.8,1882.2,0.0
1393.8,1899.4,0.0
1393.8,1916.5,0.0
1393.8,1933.7,0.0
1393.8,1950.9,0.0
1393.8,1968.1,0.0
1393.8,1985.3,0.0
1393.8,2002.4,0.0
1393.8,2019.6,0.0
1393.8,2036.8,0.0
1393.8,2054.0,0.0
1393.8,2071.2,0.0
1393.8,2088.3,0.0
1393.8,2105.5,0.0
1393.8,2122.7,0.0
1393.8,2139.9,0.0
1393.8,2157.1,0.0
1393.8,2174.2,0.0
1393.8,2191.4,0.0
1406.3,9.5898,0.17899
1406.3,26.77,0.17041
1406.3,43.949,0.16183
1406.3,61.129,0.15325
1406.3,78.309,0.14467
1406.3,95.488,0.13443
1406.3,112.67,0.12791
1406.3,129.85,0.11576
1406.3,147.03,0.1036
1406.3,164.21,0.091445
1406.3,181.39,0.07929
1406.3,198.57,0.067135
1406.3,215.75,0.062585
1406.3,232.93,0.054443
1406.3,250.11,0.046302
1406.3,267.29,0.03816
1406.3,284.46,0.030018
1406.3,301.64,0.019196
1406.3,318.82,-0.0093128
1406.3,336.0,-0.024725
1406.3,353.18,-0.040138
1406.3,370.36,-0.055551
1406.3,387.54,-0.070963
1406.3,404.72,-0.083673
1406.3,421.9,-0.098116
1406.3,439.08,-0.11989
1406.3,456.26,-0.14167
1406.3,473.44,-0.16345
1406.3,490.62,-0.18522
1406.3,507.8,-0.21299
1406.3,524.98,-0.23836
1406.3,542.16,-0.26012
1406.3,559.34,-0.28188
1406.3,576.52,-0.30364
1406.3,593.7,-0.32539
1406.3,610.88,-0.34709
1406.3,628.06,-0.36874
1406.3,645.24,-0.3904
1406.3,662.42,-0.41206
1406.3,679.6,-0.43371
1406.3,696.78,-0.45412
1406.3,713.96,-0.48215
1406.3,731.14,-0.51218
1406.3,748.32,-0.55188
1406.3,765.5,-0.5826
1406.3,782.68,-0.60945
1406.3,799.86,-0.62297
1406.3,817.04,-0.55669
1406.3,834.21,-0.48994
1406.3,851.39,-0.4491
1406.3,868.57,-0.45115
1406.3,885.75,-0.4506
1406.3,902.93,-0.43873
1406.3,920.11,-0.37187
1406.3,937.29,-0.30502
1406.3,954.47,-0.24745
1406.3,971.65,-0.20385
1406.3,988.83,-0.16026
1406.3,1006.0,-0.12755
1406.3,1023.2,-0.13067
1406.3,1040.4,-0.1343
1406.3,1057.6,-0.12717
1406.3,1074.7,-0.10635
1406.3,1091.9,-0.085524
1406.3,1109.1,0.021868
1406.3,1126.3,0.1627
1406.3,1143.4,0.30354
1406.3,1160.6,0.34591
1406.3,1177.8,0.3276
1406.3,1195.0,0.30195
1406.3,1212.2,0.28475
1406.3,1229.3,0.30995
1406.3,1246.5,0.35637
1406.3,1263.7,0.31594
1406.3,1280.9,0.17406
1406.3,1298.1,0.032174
1406.3,1315.2,-0.095215
1406.3,1332.4,-0.27683
1406.3,1349.6,-0.45845
1406.3,1366.8,-0.76136
1406.3,1384.0,0.0
1406.3,1401.1,0.0
1406.3,1418.3,0.0
1406.3,1435.5,0.0
1406.3,1452.7,0.0
1406.3,1469.9,0.0
1406.3,1487.0,0.0
1406.3,1504.2,0.0
1406.3,1521.4,0.0
1406.3,1538.6,0.0
1406.3,1555.8,0.0
1406.3,1572.9,0.0
1406.3,1590.1,0.0
1406.3,1607.3,0.0
1406.3,1624.5,0.0
1406.3,1641.7,0.0
1406.3,1658.8,0.0
1406.3,1676.0,0.0
1406.3,1693.2,0.0
1406.3,1710.4,0.0
1406.3,1727.6,0.0
1406.3,1744.7,0.0
1406.3,1761.9,0.0
1406.3,1779.1,0.0
1406.3,1796.3,0.0
1406.3,1813.5,0.0
1406.3,1830.6,0.0
1406.3,1847.8,0.0
1406.3,1865.0,0.0
1406.3,1882.2,0.0
1406.3,1899.4,0.0
1406.3,1916.5,0.0
1406.3,1933.7,0.0
1406.3,1950.9,0.0
1406.3,1968.1,0.0
1406.3,1985.3,0.0
1406.3,2002.4,0.0
1406.3,2019.6,0.0
1406.3,2036.8,0.0
1406.3,2054.0,0.0
1406.3,2071.2,0.0
1406.3,2088.3,0.0
1406.3,2105.5,0.0
1406.3,2122.7,0.0
1406.3,2139.9,0.0
1406.3,2157.1,0.0
1406.3,2174.2,0.0
1406.3,2191.4,0.0
1418.8,9.5898,0.20341
1418.8,26.77,0.19483
1418.8,43.949,0.18625
1418.8,61.129,0.17767
1418.8,78.309,0.16584
1418.8,95.488,0.15364
1418.8,112.67,0.14719
1418.8,129.85,0.1428
1418.8,147.03,0.1341
1418.8,164.21,0.12194
1418.8,181.39,0.10979
1418.8,198.57,0.097632
1418.8,215.75,0.094102
1418.8,232.93,0.091358
1418.8,250.11,0.084653
1418.8,267.29,0.076512
1418.8,284.46,0.06837
1418.8,301.64,0.057548
1418.8,318.82,0.021409
1418.8,336.0,-0.01473
1418.8,353.18,-0.031948
1418.8,370.36,-0.04736
1418.8,387.54,-0.062773
1418.8,404.72,-0.075482
1418.8,421.9,-0.081061
1418.8,439.08,-0.088131
1418.8,456.26,-0.10991
1418.8,473.44,-0.13168
1418.8,490.62,-0.15346
1418.8,507.8,-0.18122
1418.8,524.98,-0.21619
1418.8,542.16,-0.24757
1418.8,559.34,-0.26932
1418.8,576.52,-0.29108
1418.8,593.7,-0.31284
1418.8,610.88,-0.33454
1418.8,628.06,-0.35619
1418.8,645.24,-0.37785
1418.8,662.42,-0.3995
1418.8,679.6,-0.41887
1418.8,696.78,-0.43822
1418.8,713.96,-0.46625
1418.8,731.14,-0.49628
1418.8,748.32,-0.56243
