#: table_doi: 10.17182/hepdata.90835.v1/t79
#: name: T2qq significance
#: description: The observed significance of the SMS models for T2qq as function of the LSP and light squark masses. 
#: data_file: t2qq_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Significance,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1231.3,1332.4,0.0
1231.3,1349.6,0.0
1231.3,1366.8,0.0
1231.3,1384.0,0.0
1231.3,1401.1,0.0
1231.3,1418.3,0.0
1231.3,1435.5,0.0
1231.3,1452.7,0.0
1231.3,1469.9,0.0
1231.3,1487.0,0.0
1231.3,1504.2,0.0
1231.3,1521.4,0.0
1231.3,1538.6,0.0
1231.3,1555.8,0.0
1231.3,1572.9,0.0
1231.3,1590.1,0.0
1231.3,1607.3,0.0
1231.3,1624.5,0.0
1231.3,1641.7,0.0
1231.3,1658.8,0.0
1231.3,1676.0,0.0
1231.3,1693.2,0.0
1231.3,1710.4,0.0
1231.3,1727.6,0.0
1231.3,1744.7,0.0
1231.3,1761.9,0.0
1231.3,1779.1,0.0
1231.3,1796.3,0.0
1231.3,1813.5,0.0
1231.3,1830.6,0.0
1231.3,1847.8,0.0
1231.3,1865.0,0.0
1231.3,1882.2,0.0
1231.3,1899.4,0.0
1231.3,1916.5,0.0
1231.3,1933.7,0.0
1231.3,1950.9,0.0
1231.3,1968.1,0.0
1231.3,1985.3,0.0
1231.3,2002.4,0.0
1231.3,2019.6,0.0
1231.3,2036.8,0.0
1231.3,2054.0,0.0
1231.3,2071.2,0.0
1231.3,2088.3,0.0
1231.3,2105.5,0.0
1231.3,2122.7,0.0
1231.3,2139.9,0.0
1231.3,2157.1,0.0
1231.3,2174.2,0.0
1231.3,2191.4,0.0
1243.8,9.5898,-0.14168
1243.8,26.77,-0.1439
1243.8,43.949,-0.14612
1243.8,61.129,-0.14834
1243.8,78.309,-0.15056
1243.8,95.488,-0.1577
1243.8,112.67,-0.17323
1243.8,129.85,-0.18966
1243.8,147.03,-0.2061
1243.8,164.21,-0.22253
1243.8,181.39,-0.23896
1243.8,198.57,-0.23911
1243.8,215.75,-0.24555
1243.8,232.93,-0.25339
1243.8,250.11,-0.26123
1243.8,267.29,-0.26906
1243.8,284.46,-0.2769
1243.8,301.64,-0.30362
1243.8,318.82,-0.32517
1243.8,336.0,-0.34671
1243.8,353.18,-0.36826
1243.8,370.36,-0.38981
1243.8,387.54,-0.41135
1243.8,404.72,-0.4306
1243.8,421.9,-0.45708
1243.8,439.08,-0.48671
1243.8,456.26,-0.51635
1243.8,473.44,-0.54598
1243.8,490.62,-0.57561
1243.8,507.8,-0.58892
1243.8,524.98,-0.5826
1243.8,542.16,-0.57627
1243.8,559.34,-0.56797
1243.8,576.52,-0.5725
1243.8,593.7,-0.57704
1243.8,610.88,-0.54943
1243.8,628.06,-0.53321
1243.8,645.24,-0.517
1243.8,662.42,-0.50054
1243.8,679.6,-0.48398
1243.8,696.78,-0.46462
1243.8,713.96,-0.43194
1243.8,731.14,-0.3992
1243.8,748.32,-0.38219
1243.8,765.5,-0.31082
1243.8,782.68,-0.22883
1243.8,799.86,-0.13424
1243.8,817.04,-0.075067
1243.8,834.21,-0.0089658
1243.8,851.39,0.059892
1243.8,868.57,0.076143
1243.8,885.75,0.059375
1243.8,902.93,0.038844
1243.8,920.11,0.10332
1243.8,937.29,0.19251
1243.8,954.47,0.27411
1243.8,971.65,0.42852
1243.8,988.83,0.59382
1243.8,1006.0,0.64983
1243.8,1023.2,0.50281
1243.8,1040.4,0.3558
1243.8,1057.6,0.26112
1243.8,1074.7,0.1743
1243.8,1091.9,0.087485
1243.8,1109.1,0.072751
1243.8,1126.3,0.10331
1243.8,1143.4,0.13386
1243.8,1160.6,-0.072008
1243.8,1177.8,-0.279
1243.8,1195.0,-0.48599
1243.8,1212.2,-0.89195
1243.8,1229.3,0.0
1243.8,1246.5,0.0
1243.8,1263.7,0.0
1243.8,1280.9,0.0
1243.8,1298.1,0.0
1243.8,1315.2,0.0
1243.8,1332.4,0.0
1243.8,1349.6,0.0
1243.8,1366.8,0.0
1243.8,1384.0,0.0
1243.8,1401.1,0.0
1243.8,1418.3,0.0
1243.8,1435.5,0.0
1243.8,1452.7,0.0
1243.8,1469.9,0.0
1243.8,1487.0,0.0
1243.8,1504.2,0.0
1243.8,1521.4,0.0
1243.8,1538.6,0.0
1243.8,1555.8,0.0
1243.8,1572.9,0.0
1243.8,1590.1,0.0
1243.8,1607.3,0.0
1243.8,1624.5,0.0
1243.8,1641.7,0.0
1243.8,1658.8,0.0
1243.8,1676.0,0.0
1243.8,1693.2,0.0
1243.8,1710.4,0.0
1243.8,1727.6,0.0
1243.8,1744.7,0.0
1243.8,1761.9,0.0
1243.8,1779.1,0.0
1243.8,1796.3,0.0
1243.8,1813.5,0.0
1243.8,1830.6,0.0
1243.8,1847.8,0.0
1243.8,1865.0,0.0
1243.8,1882.2,0.0
1243.8,1899.4,0.0
1243.8,1916.5,0.0
1243.8,1933.7,0.0
1243.8,1950.9,0.0
1243.8,1968.1,0.0
1243.8,1985.3,0.0
1243.8,2002.4,0.0
1243.8,2019.6,0.0
1243.8,2036.8,0.0
1243.8,2054.0,0.0
1243.8,2071.2,0.0
1243.8,2088.3,0.0
1243.8,2105.5,0.0
1243.8,2122.7,0.0
1243.8,2139.9,0.0
1243.8,2157.1,0.0
1243.8,2174.2,0.0
1243.8,2191.4,0.0
1256.3,9.5898,-0.10807
1256.3,26.77,-0.11029
1256.3,43.949,-0.11251
1256.3,61.129,-0.11473
1256.3,78.309,-0.11695
1256.3,95.488,-0.13187
1256.3,112.67,-0.15187
1256.3,129.85,-0.1683
1256.3,147.03,-0.18473
1256.3,164.21,-0.20116
1256.3,181.39,-0.2176
1256.3,198.57,-0.22645
1256.3,215.75,-0.23403
1256.3,232.93,-0.24186
1256.3,250.11,-0.2497
1256.3,267.29,-0.25754
1256.3,284.46,-0.26537
1256.3,301.64,-0.27286
1256.3,318.82,-0.29333
1256.3,336.0,-0.31488
1256.3,353.18,-0.33643
1256.3,370.36,-0.35797
1256.3,387.54,-0.37952
1256.3,404.72,-0.40218
1256.3,421.9,-0.42999
1256.3,439.08,-0.45962
1256.3,456.26,-0.48926
1256.3,473.44,-0.51889
1256.3,490.62,-0.54852
1256.3,507.8,-0.56183
1256.3,524.98,-0.55551
1256.3,542.16,-0.54918
1256.3,559.34,-0.55849
1256.3,576.52,-0.56302
1256.3,593.7,-0.56756
1256.3,610.88,-0.55506
1256.3,628.06,-0.53884
1256.3,645.24,-0.52262
1256.3,662.42,-0.52775
1256.3,679.6,-0.51119
1256.3,696.78,-0.49464
1256.3,713.96,-0.46565
1256.3,731.14,-0.43291
1256.3,748.32,-0.40017
1256.3,765.5,-0.34454
1256.3,782.68,-0.26255
1256.3,799.86,-0.18056
1256.3,817.04,-0.11433
1256.3,834.21,-0.048225
1256.3,851.39,-0.0063176
1256.3,868.57,-0.023085
1256.3,885.75,-0.039852
1256.3,902.93,-0.046171
1256.3,920.11,0.04555
1256.3,937.29,0.13474
1256.3,954.47,0.24374
1256.3,971.65,0.40904
1256.3,988.83,0.57434
1256.3,1006.0,0.71158
1256.3,1023.2,0.56797
1256.3,1040.4,0.42095
1256.3,1057.6,0.3004
1256.3,1074.7,0.21358
1256.3,1091.9,0.12676
1256.3,1109.1,0.15025
1256.3,1126.3,0.1808
1256.3,1143.4,0.21136
1256.3,1160.6,0.078404
1256.3,1177.8,-0.12859
1256.3,1195.0,-0.33782
1256.3,1212.2,-0.71219
1256.3,1229.3,-1.0164
1256.3,1246.5,0.0
1256.3,1263.7,0.0
1256.3,1280.9,0.0
1256.3,1298.1,0.0
1256.3,1315.2,0.0
1256.3,1332.4,0.0
1256.3,1349.6,0.0
1256.3,1366.8,0.0
1256.3,1384.0,0.0
1256.3,1401.1,0.0
1256.3,1418.3,0.0
1256.3,1435.5,0.0
1256.3,1452.7,0.0
1256.3,1469.9,0.0
1256.3,1487.0,0.0
1256.3,1504.2,0.0
1256.3,1521.4,0.0
1256.3,1538.6,0.0
1256.3,1555.8,0.0
1256.3,1572.9,0.0
1256.3,1590.1,0.0
1256.3,1607.3,0.0
1256.3,1624.5,0.0
1256.3,1641.7,0.0
1256.3,1658.8,0.0
1256.3,1676.0,0.0
1256.3,1693.2,0.0
1256.3,1710.4,0.0
1256.3,1727.6,0.0
1256.3,1744.7,0.0
1256.3,1761.9,0.0
1256.3,1779.1,0.0
1256.3,1796.3,0.0
1256.3,1813.5,0.0
1256.3,1830.6,0.0
1256.3,1847.8,0.0
1256.3,1865.0,0.0
1256.3,1882.2,0.0
1256.3,1899.4,0.0
1256.3,1916.5,0.0
1256.3,1933.7,0.0
1256.3,1950.9,0.0
1256.3,1968.1,0.0
1256.3,1985.3,0.0
1256.3,2002.4,0.0
1256.3,2019.6,0.0
1256.3,2036.8,0.0
1256.3,2054.0,0.0
1256.3,2071.2,0.0
1256.3,2088.3,0.0
1256.3,2105.5,0.0
1256.3,2122.7,0.0
1256.3,2139.9,0.0
1256.3,2157.1,0.0
1256.3,2174.2,0.0
1256.3,2191.4,0.0
1268.8,9.5898,-0.059557
1268.8,26.77,-0.061777
1268.8,43.949,-0.063997
1268.8,61.129,-0.066218
1268.8,78.309,-0.093377
1268.8,95.488,-0.12336
1268.8,112.67,-0.14335
1268.8,129.85,-0.15978
1268.8,147.03,-0.17621
1268.8,164.21,-0.19148
1268.8,181.39,-0.19615
1268.8,198.57,-0.20082
1268.8,215.75,-0.20839
1268.8,232.93,-0.21623
1268.8,250.11,-0.22407
1268.8,267.29,-0.23133
1268.8,284.46,-0.2371
1268.8,301.64,-0.24422
1268.8,318.82,-0.26407
1268.8,336.0,-0.28392
1268.8,353.18,-0.30532
1268.8,370.36,-0.32687
1268.8,387.54,-0.34842
1268.8,404.72,-0.37108
1268.8,421.9,-0.39668
1268.8,439.08,-0.42266
1268.8,456.26,-0.45229
1268.8,473.44,-0.48192
1268.8,490.62,-0.51156
1268.8,507.8,-0.52486
1268.8,524.98,-0.51854
1268.8,542.16,-0.52415
1268.8,559.34,-0.53662
1268.8,576.52,-0.5455
1268.8,593.7,-0.55004
1268.8,610.88,-0.53465
1268.8,628.06,-0.51353
1268.8,645.24,-0.49731
1268.8,662.42,-0.52374
1268.8,679.6,-0.52906
1268.8,696.78,-0.5125
1268.8,713.96,-0.48439
1268.8,731.14,-0.4522
1268.8,748.32,-0.41946
1268.8,765.5,-0.39569
1268.8,782.68,-0.32491
1268.8,799.86,-0.24292
1268.8,817.04,-0.17669
1268.8,834.21,-0.11887
1268.8,851.39,-0.10361
1268.8,868.57,-0.12038
1268.8,885.75,-0.14427
1268.8,902.93,-0.16324
1268.8,920.11,-0.061973
1268.8,937.29,0.027216
1268.8,954.47,0.13622
1268.8,971.65,0.30152
1268.8,988.83,0.46127
1268.8,1006.0,0.59491
1268.8,1023.2,0.62971
1268.8,1040.4,0.48269
1268.8,1057.6,0.36214
1268.8,1074.7,0.27532
1268.8,1091.9,0.27071
1268.8,1109.1,0.30839
1268.8,1126.3,0.33894
1268.8,1143.4,0.33721
1268.8,1160.6,0.20346
1268.8,1177.8,-0.0035262
1268.8,1195.0,-0.23539
1268.8,1212.2,-0.60976
1268.8,1229.3,-0.76868
1268.8,1246.5,0.0
1268.8,1263.7,0.0
1268.8,1280.9,0.0
1268.8,1298.1,0.0
1268.8,1315.2,0.0
1268.8,1332.4,0.0
1268.8,1349.6,0.0
1268.8,1366.8,0.0
1268.8,1384.0,0.0
1268.8,1401.1,0.0
1268.8,1418.3,0.0
1268.8,1435.5,0.0
1268.8,1452.7,0.0
1268.8,1469.9,0.0
1268.8,1487.0,0.0
1268.8,1504.2,0.0
1268.8,1521.4,0.0
1268.8,1538.6,0.0
1268.8,1555.8,0.0
1268.8,1572.9,0.0
1268.8,1590.1,0.0
1268.8,1607.3,0.0
1268.8,1624.5,0.0
1268.8,1641.7,0.0
1268.8,1658.8,0.0
1268.8,1676.0,0.0
1268.8,1693.2,0.0
1268.8,1710.4,0.0
1268.8,1727.6,0.0
1268.8,1744.7,0.0
1268.8,1761.9,0.0
1268.8,1779.1,0.0
1268.8,1796.3,0.0
1268.8,1813.5,0.0
1268.8,1830.6,0.0
1268.8,1847.8,0.0
1268.8,1865.0,0.0
1268.8,1882.2,0.0
1268.8,1899.4,0.0
1268.8,1916.5,0.0
1268.8,1933.7,0.0
1268.8,1950.9,0.0
1268.8,1968.1,0.0
1268.8,1985.3,0.0
1268.8,2002.4,0.0
1268.8,2019.6,0.0
1268.8,2036.8,0.0
1268.8,2054.0,0.0
1268.8,2071.2,0.0
1268.8,2088.3,0.0
1268.8,2105.5,0.0
1268.8,2122.7,0.0
1268.8,2139.9,0.0
1268.8,2157.1,0.0
1268.8,2174.2,0.0
1268.8,2191.4,0.0
1281.3,9.5898,-0.011046
1281.3,26.77,-0.013267
1281.3,43.949,-0.024898
1281.3,61.129,-0.054879
1281.3,78.309,-0.08486
1281.3,95.488,-0.11484
1281.3,112.67,-0.13483
1281.3,129.85,-0.15126
1281.3,147.03,-0.16117
1281.3,164.21,-0.16585
1281.3,181.39,-0.17052
1281.3,198.57,-0.17519
1281.3,215.75,-0.18276
1281.3,232.93,-0.1906
1281.3,250.11,-0.19692
1281.3,267.29,-0.20269
1281.3,284.46,-0.20847
1281.3,301.64,-0.21559
1281.3,318.82,-0.23544
1281.3,336.0,-0.25529
1281.3,353.18,-0.27514
1281.3,370.36,-0.29577
1281.3,387.54,-0.31732
1281.3,404.72,-0.33998
1281.3,421.9,-0.36558
1281.3,439.08,-0.39119
1281.3,456.26,-0.41679
1281.3,473.44,-0.44496
1281.3,490.62,-0.47459
1281.3,507.8,-0.4879
1281.3,524.98,-0.48839
1281.3,542.16,-0.50086
1281.3,559.34,-0.51333
1281.3,576.52,-0.5258
1281.3,593.7,-0.53252
1281.3,610.88,-0.51713
1281.3,628.06,-0.4902
1281.3,645.24,-0.47199
1281.3,662.42,-0.49843
1281.3,679.6,-0.54121
1281.3,696.78,-0.53036
1281.3,713.96,-0.50225
1281.3,731.14,-0.47148
1281.3,748.32,-0.43875
1281.3,765.5,-0.41498
1281.3,782.68,-0.38728
1281.3,799.86,-0.30528
1281.3,817.04,-0.23905
1281.3,834.21,-0.21617
1281.3,851.39,-0.20091
1281.3,868.57,-0.21768
1281.3,885.75,-0.26134
1281.3,902.93,-0.2803
1281.3,920.11,-0.178
1281.3,937.29,-0.080306
1281.3,954.47,0.028698
1281.3,971.65,0.19187
1281.3,988.83,0.34459
1281.3,1006.0,0.47823
1281.3,1023.2,0.57642
1281.3,1040.4,0.54443
1281.3,1057.6,0.42388
1281.3,1074.7,0.38318
1281.3,1091.9,0.42885
1281.3,1109.1,0.46653
1281.3,1126.3,0.47718
1281.3,1143.4,0.46227
1281.3,1160.6,0.32852
1281.3,1177.8,0.10513
1281.3,1195.0,-0.13295
1281.3,1212.2,-0.45205
1281.3,1229.3,-0.54255
1281.3,1246.5,-0.7372
1281.3,1263.7,0.0
1281.3,1280.9,0.0
1281.3,1298.1,0.0
1281.3,1315.2,0.0
1281.3,1332.4,0.0
1281.3,1349.6,0.0
1281.3,1366.8,0.0
1281.3,1384.0,0.0
1281.3,1401.1,0.0
1281.3,1418.3,0.0
1281.3,1435.5,0.0
1281.3,1452.7,0.0
1281.3,1469.9,0.0
1281.3,1487.0,0.0
1281.3,1504.2,0.0
1281.3,1521.4,0.0
1281.3,1538.6,0.0
1281.3,1555.8,0.0
1281.3,1572.9,0.0
1281.3,1590.1,0.0
1281.3,1607.3,0.0
1281.3,1624.5,0.0
1281.3,1641.7,0.0
1281.3,1658.8,0.0
1281.3,1676.0,0.0
1281.3,1693.2,0.0
1281.3,1710.4,0.0
1281.3,1727.6,0.0
1281.3,1744.7,0.0
1281.3,1761.9,0.0
1281.3,1779.1,0.0
1281.3,1796.3,0.0
1281.3,1813.5,0.0
1281.3,1830.6,0.0
1281.3,1847.8,0.0
1281.3,1865.0,0.0
1281.3,1882.2,0.0
1281.3,1899.4,0.0
1281.3,1916.5,0.0
1281.3,1933.7,0.0
1281.3,1950.9,0.0
1281.3,1968.1,0.0
1281.3,1985.3,0.0
1281.3,2002.4,0.0
1281.3,2019.6,0.0
1281.3,2036.8,0.0
1281.3,2054.0,0.0
1281.3,2071.2,0.0
1281.3,2088.3,0.0
1281.3,2105.5,0.0
1281.3,2122.7,0.0
1281.3,2139.9,0.0
1281.3,2157.1,0.0
1281.3,2174.2,0.0
1281.3,2191.4,0.0
1293.8,9.5898,0.037464
1293.8,26.77,0.0136
1293.8,43.949,-0.016381
1293.8,61.129,-0.046362
1293.8,78.309,-0.076343
1293.8,95.488,-0.10632
1293.8,112.67,-0.1262
1293.8,129.85,-0.13087
1293.8,147.03,-0.13554
1293.8,164.21,-0.14021
1293.8,181.39,-0.14489
1293.8,198.57,-0.14956
1293.8,215.75,-0.15674
1293.8,232.93,-0.16251
1293.8,250.11,-0.16829
1293.8,267.29,-0.17406
1293.8,284.46,-0.17983
1293.8,301.64,-0.18695
1293.8,318.82,-0.2068
1293.8,336.0,-0.22666
1293.8,353.18,-0.24651
1293.8,370.36,-0.26636
1293.8,387.54,-0.28621
1293.8,404.72,-0.30887
1293.8,421.9,-0.33448
1293.8,439.08,-0.36008
1293.8,456.26,-0.38569
1293.8,473.44,-0.41129
1293.8,490.62,-0.43763
1293.8,507.8,-0.45263
1293.8,524.98,-0.4651
1293.8,542.16,-0.47757
1293.8,559.34,-0.49004
1293.8,576.52,-0.5025
1293.8,593.7,-0.51497
1293.8,610.88,-0.49961
1293.8,628.06,-0.47268
1293.8,645.24,-0.44668
1293.8,662.42,-0.47311
1293.8,679.6,-0.5159
1293.8,696.78,-0.54823
1293.8,713.96,-0.52012
1293.8,731.14,-0.48934
1293.8,748.32,-0.45804
1293.8,765.5,-0.43427
1293.8,782.68,-0.41148
1293.8,799.86,-0.36765
1293.8,817.04,-0.33155
1293.8,834.21,-0.31347
1293.8,851.39,-0.29821
1293.8,868.57,-0.33447
1293.8,885.75,-0.3784
1293.8,902.93,-0.39737
1293.8,920.11,-0.29506
1293.8,937.29,-0.19276
1293.8,954.47,-0.078824
1293.8,971.65,0.075198
1293.8,988.83,0.22792
1293.8,1006.0,0.36156
1293.8,1023.2,0.45975
1293.8,1040.4,0.55794
1293.8,1057.6,0.49565
1293.8,1074.7,0.54132
1293.8,1091.9,0.58699
1293.8,1109.1,0.61715
1293.8,1126.3,0.60224
1293.8,1143.4,0.58733
1293.8,1160.6,0.44565
1293.8,1177.8,0.20757
1293.8,1195.0,-0.030523
1293.8,1212.2,-0.22593
1293.8,1229.3,-0.31642
1293.8,1246.5,-0.40692
1293.8,1263.7,-0.79444
1293.8,1280.9,0.0
1293.8,1298.1,0.0
1293.8,1315.2,0.0
1293.8,1332.4,0.0
1293.8,1349.6,0.0
1293.8,1366.8,0.0
1293.8,1384.0,0.0
1293.8,1401.1,0.0
1293.8,1418.3,0.0
1293.8,1435.5,0.0
1293.8,1452.7,0.0
1293.8,1469.9,0.0
1293.8,1487.0,0.0
1293.8,1504.2,0.0
1293.8,1521.4,0.0
1293.8,1538.6,0.0
1293.8,1555.8,0.0
1293.8,1572.9,0.0
1293.8,1590.1,0.0
1293.8,1607.3,0.0
1293.8,1624.5,0.0
1293.8,1641.7,0.0
1293.8,1658.8,0.0
1293.8,1676.0,0.0
1293.8,1693.2,0.0
1293.8,1710.4,0.0
1293.8,1727.6,0.0
1293.8,1744.7,0.0
1293.8,1761.9,0.0
1293.8,1779.1,0.0
1293.8,1796.3,0.0
1293.8,1813.5,0.0
1293.8,1830.6,0.0
1293.8,1847.8,0.0
1293.8,1865.0,0.0
1293.8,1882.2,0.0
1293.8,1899.4,0.0
1293.8,1916.5,0.0
1293.8,1933.7,0.0
1293.8,1950.9,0.0
1293.8,1968.1,0.0
1293.8,1985.3,0.0
1293.8,2002.4,0.0
1293.8,2019.6,0.0
1293.8,2036.8,0.0
1293.8,2054.0,0.0
1293.8,2071.2,0.0
1293.8,2088.3,0.0
1293.8,2105.5,0.0
1293.8,2122.7,0.0
1293.8,2139.9,0.0
1293.8,2157.1,0.0
1293.8,2174.2,0.0
1293.8,2191.4,0.0
1306.3,9.5898,0.050941
1306.3,26.77,0.024084
1306.3,43.949,-0.0058964
1306.3,61.129,-0.035877
1306.3,78.309,-0.065858
1306.3,95.488,-0.095839
1306.3,112.67,-0.10097
1306.3,129.85,-0.10564
1306.3,147.03,-0.11031
1306.3,164.21,-0.11499
1306.3,181.39,-0.11966
1306.3,198.57,-0.12433
1306.3,215.75,-0.13697
1306.3,232.93,-0.14274
1306.3,250.11,-0.14851
1306.3,267.29,-0.15429
1306.3,284.46,-0.16006
1306.3,301.64,-0.16634
1306.3,318.82,-0.18068
1306.3,336.0,-0.20053
1306.3,353.18,-0.22038
1306.3,370.36,-0.24023
1306.3,387.54,-0.26008
1306.3,404.72,-0.27981
1306.3,421.9,-0.30261
1306.3,439.08,-0.32821
1306.3,456.26,-0.35381
1306.3,473.44,-0.37942
1306.3,490.62,-0.40502
1306.3,507.8,-0.43157
1306.3,524.98,-0.4482
1306.3,542.16,-0.46067
1306.3,559.34,-0.47314
1306.3,576.52,-0.48561
1306.3,593.7,-0.49808
1306.3,610.88,-0.50211
1306.3,628.06,-0.47519
1306.3,645.24,-0.44826
1306.3,662.42,-0.4566
1306.3,679.6,-0.49939
1306.3,696.78,-0.54217
1306.3,713.96,-0.54274
1306.3,731.14,-0.51197
1306.3,748.32,-0.48119
1306.3,765.5,-0.45761
1306.3,782.68,-0.43482
1306.3,799.86,-0.41269
1306.3,817.04,-0.39458
1306.3,834.21,-0.37649
1306.3,851.39,-0.36385
1306.3,868.57,-0.40778
1306.3,885.75,-0.45172
1306.3,902.93,-0.42439
1306.3,920.11,-0.32209
1306.3,937.29,-0.21978
1306.3,954.47,-0.11992
1306.3,971.65,0.032799
1306.3,988.83,0.18552
1306.3,1006.0,0.26323
1306.3,1023.2,0.36142
1306.3,1040.4,0.45961
1306.3,1057.6,0.50844
1306.3,1074.7,0.55411
1306.3,1091.9,0.59979
1306.3,1109.1,0.64777
1306.3,1126.3,0.63286
1306.3,1143.4,0.61795
1306.3,1160.6,0.41928
1306.3,1177.8,0.18119
1306.3,1195.0,-0.030518
1306.3,1212.2,-0.057319
1306.3,1229.3,-0.14782
1306.3,1246.5,-0.24838
1306.3,1263.7,-0.59333
1306.3,1280.9,-0.86493
1306.3,1298.1,0.0
1306.3,1315.2,0.0
1306.3,1332.4,0.0
1306.3,1349.6,0.0
1306.3,1366.8,0.0
1306.3,1384.0,0.0
1306.3,1401.1,0.0
1306.3,1418.3,0.0
1306.3,1435.5,0.0
1306.3,1452.7,0.0
1306.3,1469.9,0.0
1306.3,1487.0,0.0
1306.3,1504.2,0.0
1306.3,1521.4,0.0
1306.3,1538.6,0.0
1306.3,1555.8,0.0
1306.3,1572.9,0.0
1306.3,1590.1,0.0
1306.3,1607.3,0.0
1306.3,1624.5,0.0
1306.3,1641.7,0.0
1306.3,1658.8,0.0
1306.3,1676.0,0.0
1306.3,1693.2,0.0
1306.3,1710.4,0.0
1306.3,1727.6,0.0
1306.3,1744.7,0.0
1306.3,1761.9,0.0
1306.3,1779.1,0.0
1306.3,1796.3,0.0
1306.3,1813.5,0.0
1306.3,1830.6,0.0
1306.3,1847.8,0.0
1306.3,1865.0,0.0
1306.3,1882.2,0.0
1306.3,1899.4,0.0
1306.3,1916.5,0.0
1306.3,1933.7,0.0
1306.3,1950.9,0.0
1306.3,1968.1,0.0
1306.3,1985.3,0.0
1306.3,2002.4,0.0
1306.3,2019.6,0.0
1306.3,2036.8,0.0
1306.3,2054.0,0.0
1306.3,2071.2,0.0
1306.3,2088.3,0.0
1306.3,2105.5,0.0
1306.3,2122.7,0.0
1306.3,2139.9,0.0
1306.3,2157.1,0.0
1306.3,2174.2,0.0
1306.3,2191.4,0.0
1318.8,9.5898,0.042966
1318.8,26.77,0.027164
1318.8,43.949,0.006556
1318.8,61.129,-0.023425
1318.8,78.309,-0.053406
1318.8,95.488,-0.083386
1318.8,112.67,-0.088436
1318.8,129.85,-0.084607
1318.8,147.03,-0.085492
1318.8,164.21,-0.090163
1318.8,181.39,-0.094835
1318.8,198.57,-0.099507
1318.8,215.75,-0.11395
1318.8,232.93,-0.12928
1318.8,250.11,-0.1376
1318.8,267.29,-0.14338
1318.8,284.46,-0.14915
1318.8,301.64,-0.15543
1318.8,318.82,-0.16655
1318.8,336.0,-0.17767
1318.8,353.18,-0.19676
1318.8,370.36,-0.21661
1318.8,387.54,-0.23646
1318.8,404.72,-0.25619
1318.8,421.9,-0.27559
1318.8,439.08,-0.29557
1318.8,456.26,-0.32117
1318.8,473.44,-0.34677
1318.8,490.62,-0.37238
1318.8,507.8,-0.39893
1318.8,524.98,-0.42661
1318.8,542.16,-0.45017
1318.8,559.34,-0.46264
1318.8,576.52,-0.47511
1318.8,593.7,-0.48758
1318.8,610.88,-0.50385
1318.8,628.06,-0.49772
1318.8,645.24,-0.47079
1318.8,662.42,-0.46421
1318.8,679.6,-0.49168
1318.8,696.78,-0.53447
1318.8,713.96,-0.55668
1318.8,731.14,-0.53936
1318.8,748.32,-0.50858
1318.8,765.5,-0.485
1318.8,782.68,-0.46237
1318.8,799.86,-0.44144
1318.8,817.04,-0.42333
1318.8,834.21,-0.40544
1318.8,851.39,-0.39341
1318.8,868.57,-0.43735
1318.8,885.75,-0.44793
1318.8,902.93,-0.36138
1318.8,920.11,-0.25908
1318.8,937.29,-0.17183
1318.8,954.47,-0.088049
1318.8,971.65,0.064673
1318.8,988.83,0.14954
1318.8,1006.0,0.18323
1318.8,1023.2,0.28142
1318.8,1040.4,0.34127
1318.8,1057.6,0.3759
1318.8,1074.7,0.42157
1318.8,1091.9,0.52586
1318.8,1109.1,0.58397
1318.8,1126.3,0.56906
1318.8,1143.4,0.46498
1318.8,1160.6,0.26411
1318.8,1177.8,0.02602
1318.8,1195.0,0.080568
1318.8,1212.2,0.053767
1318.8,1229.3,-0.036732
1318.8,1246.5,-0.18259
1318.8,1263.7,-0.52754
1318.8,1280.9,-0.66783
1318.8,1298.1,0.0
1318.8,1315.2,0.0
1318.8,1332.4,0.0
1318.8,1349.6,0.0
1318.8,1366.8,0.0
1318.8,1384.0,0.0
1318.8,1401.1,0.0
1318.8,1418.3,0.0
1318.8,1435.5,0.0
1318.8,1452.7,0.0
1318.8,1469.9,0.0
1318.8,1487.0,0.0
1318.8,1504.2,0.0
1318.8,1521.4,0.0
1318.8,1538.6,0.0
1318.8,1555.8,0.0
1318.8,1572.9,0.0
1318.8,1590.1,0.0
1318.8,1607.3,0.0
1318.8,1624.5,0.0
1318.8,1641.7,0.0
1318.8,1658.8,0.0
1318.8,1676.0,0.0
1318.8,1693.2,0.0
1318.8,1710.4,0.0
1318.8,1727.6,0.0
1318.8,1744.7,0.0
1318.8,1761.9,0.0
1318.8,1779.1,0.0
1318.8,1796.3,0.0
1318.8,1813.5,0.0
1318.8,1830.6,0.0
1318.8,1847.8,0.0
1318.8,1865.0,0.0
1318.8,1882.2,0.0
1318.8,1899.4,0.0
1318.8,1916.5,0.0
1318.8,1933.7,0.0
1318.8,1950.9,0.0
1318.8,1968.1,0.0
1318.8,1985.3,0.0
1318.8,2002.4,0.0
1318.8,2019.6,0.0
1318.8,2036.8,0.0
1318.8,2054.0,0.0
1318.8,2071.2,0.0
1318.8,2088.3,0.0
1318.8,2105.5,0.0
1318.8,2122.7,0.0
1318.8,2139.9,0.0
1318.8,2157.1,0.0
1318.8,2174.2,0.0
